numberOfGuests,roomType,maxNights,minNights,city,state,latitude,longitude,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
5,Entire unit,1125,1,Mombasa,NAIROBI,-4.001,39.716,50.0,3.0,2.0,1,0,0,0,1,15.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,2,Mombasa,Mombasa,-4.03343,39.69844,50.0,2.0,2.0,1,1,0,1,1,1.0,1,0,0,0,2.0,unknown
6,Entire unit,1125,1,Mombasa,Mombasa,-4.01861,39.72199,59.0,4.0,3.0,1,0,0,1,1,22.0,1,1,0,0,3.0,unknown
6,Entire unit,1125,1,Mombasa,Mombasa,-4.04457,39.66776,52.0,3.0,3.0,1,1,1,1,1,3.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,1,DIANI BEACH,Kwale,-4.2767800000000005,39.59232,54.0,1.0,1.0,1,0,0,1,1,3.0,1,0,0,0,1.0,unknown
2,Other,9,1,Mombasa,Mombasa,-4.03894,39.7107,55.0,3.0,1.0,1,0,0,1,1,1.0,1,1,0,0,1.0,private
5,Entire unit,1125,2,Mombasa,Nyali,-4.04154,39.69911,55.0,4.0,2.0,1,0,0,0,1,12.0,1,1,1,0,1.0,unknown
2,Other,9,1,Mombasa,Mombasa,-4.04006,39.70961,55.0,1.0,1.0,1,0,0,1,1,0.0,1,1,0,0,1.0,private
4,Entire unit,365,1,Mombasa,Mombasa,-4.05061,39.68773,55.0,3.0,2.0,1,0,1,0,1,37.0,1,3,0,0,3.0,unknown
2,Private room,1125,1,DIANI BEACH,Kwale,-4.269,39.593,54.0,1.0,1.0,1,0,0,1,1,2.0,1,1,0,0,1.0,unknown
8,Entire unit,180,1,Mombasa,Mombasa,-4.033,39.697,53.0,4.0,3.0,1,0,0,0,1,2.0,1,3,0,0,2.0,unknown
2,Private room,1125,1,DIANI BEACH,Kwale,-4.269,39.593,54.0,1.0,1.0,1,0,0,1,1,8.0,1,1,0,0,1.0,unknown
2,Private room,365,1,DIANI BEACH,Kwale,-4.3028,39.58125,51.0,4.0,6.0,0,0,0,0,0,0.0,1,3,4,0,1.0,shared
4,Other,1125,1,Mombasa,coast,-4.022,39.725,51.0,3.0,2.0,1,1,0,0,1,0.0,1,3,0,0,1.0,unknown
4,Entire unit,1125,1,Mombasa,coast,-4.022,39.725,51.0,3.0,2.0,1,1,0,0,1,3.0,1,3,0,0,2.0,unknown
4,Private room,7,3,Mombasa,Mombasa,-4.04308,39.70085,45.0,1.0,1.0,0,0,0,1,0,0.0,0,1,0,0,2.0,unknown
4,Shared room,365,1,Mombasa,Mombasa,-4.04319,39.66915,45.0,0.0,2.0,1,0,0,0,0,0.0,1,0,0,0,3.0,shared
2,Private room,1125,1,Mombasa,Mombasa,-4.0095,39.71078,45.0,2.0,2.0,1,0,0,1,1,2.0,0,2,0,0,2.0,unknown
2,Private room,1125,1,Mombasa,Mombasa,-4.02186,39.7235,45.0,0.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,private
1,Private room,365,1,Mombasa,NAIROBI,-4.052,39.687,45.0,1.0,2.0,1,0,0,0,1,0.0,0,0,0,0,1.0,private
4,Entire unit,1125,1,Mombasa,Mombasa,-4.05039,39.68276,42.0,2.0,2.0,1,0,0,0,1,18.0,1,2,0,0,2.0,unknown
6,Entire unit,30,2,Mombasa,Mombasa,-4.00639,39.71418,40.0,3.0,3.0,1,1,1,1,1,1.0,1,0,0,0,2.0,unknown
14,Private room,1125,2,Ukunda,Kwale,-4.30234,39.58523,40.0,18.0,9.0,1,1,1,1,1,7.0,1,3,3,0,9.0,unknown
8,Entire unit,1125,1,Mtwapa,kilifi,-3.94963,39.75318,40.0,2.0,2.0,1,1,1,1,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,1125,2,Tiwi,Kwale,-4.249,39.589,40.0,1.0,2.0,1,0,1,1,1,2.0,1,1,1,0,1.0,unknown
2,Private room,31,1,Mtwapa,kilifi,-3.94892,39.75266,40.0,2.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,shared
2,Private room,1125,1,Mtwapa,kilifi,-3.94862,39.75288,40.0,2.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,shared
4,Private room,1125,1,Mtwapa,kilifi,-3.94789,39.75122,38.0,2.0,2.0,1,0,0,1,1,6.0,1,2,0,0,2.0,unknown
2,Private room,365,1,Mombasa,Mombasa,-3.97603,39.74141,40.0,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
16,Entire unit,90,1,Ukunda,Kwale,-4.30636,39.58427,40.0,13.0,7.0,1,1,1,1,1,16.0,1,6,2,0,7.0,unknown
3,Entire unit,365,1,Mombasa,Mombasa,-4.00239,39.71151,39.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
8,Private room,365,1,Mombasa,Mombasa,-3.99846,39.72965,38.0,4.0,4.0,1,0,0,0,1,3.0,1,4,0,0,4.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-4.02002,39.72376,38.0,1.0,1.0,0,0,0,0,0,2.0,0,1,3,0,1.0,unknown
2,Entire unit,1125,1,Mombasa,Mombasa,-4.00178,39.708,40.0,1.0,1.0,1,0,0,1,1,1.0,1,1,0,0,2.0,unknown
6,Entire unit,1125,1,Mombasa,Mombasa,-4.06133,39.66546,50.0,4.0,2.0,1,0,0,0,1,8.0,1,3,0,0,1.0,unknown
5,Entire unit,1125,1,Mombasa,Mombasa,-4.02291,39.71903,42.0,3.0,2.0,1,0,0,1,1,1.0,1,1,0,1,2.0,unknown
4,Entire unit,1125,1,Mombasa,Mombasa,-4.0209,39.72576,51.0,2.0,1.0,1,0,0,1,0,0.0,1,1,0,0,1.0,unknown
4,Entire unit,366,1,Mombasa,Mombasa,-4.01776,39.72617,45.0,3.0,2.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Private room,1125,1,Mombasa,Mombasa,-4.02094,39.72182,45.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,private
4,Entire unit,1125,1,Mtwapa,NAIROBI,-3.9472,39.73834,45.0,3.0,2.0,1,1,0,0,1,24.0,1,3,0,0,1.0,unknown
3,Entire unit,365,1,Nakuru,Nakuru,-0.257,36.08576,50.0,3.0,3.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,5,Nakuru,Nakuru,-0.26104,35.97675,100.0,4.0,4.0,1,1,1,0,1,0.0,1,3,1,0,2.0,unknown
6,Entire unit,1125,1,Nakuru,Nakuru,-0.30288,35.99102,130.0,3.0,3.0,1,0,1,0,1,0.0,1,0,0,0,3.0,unknown
6,Entire unit,1125,1,Nakuru,Nakuru,-0.2873,36.11644,51.0,3.0,2.0,1,1,1,1,1,2.0,0,3,0,0,3.0,unknown
6,Entire unit,1125,1,Nakuru,Nakuru,-0.27187,36.06092,80.0,3.0,3.0,1,1,0,0,1,0.0,1,0,0,0,2.0,unknown
7,Entire unit,1125,4,Nakuru,Nakuru,-0.2853,36.10903,98.0,6.0,3.0,1,0,1,0,1,1.0,0,6,2,0,3.0,unknown
5,Entire unit,1125,1,Nakuru,Nakuru,-0.28944,36.10919,129.0,3.0,2.0,1,0,0,0,1,3.0,1,1,0,0,2.0,unknown
6,Entire unit,1125,1,Nakuru,Nakuru,-0.28303,36.10083,81.0,4.0,3.0,1,0,0,0,1,19.0,1,3,0,0,2.0,unknown
2,Private room,1125,1,Gilgil,Nakuru,-0.45593,36.26572,66.0,1.0,2.0,1,1,1,1,1,17.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,1,Naivasha,Nakuru,-0.79168,36.41553,150.0,1.0,1.0,1,0,1,1,1,58.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,2,Naivasha,Nakuru,-0.6710600000000001,36.31293,115.0,4.0,3.0,1,0,0,0,1,86.0,1,2,0,0,3.0,unknown
6,Entire unit,1125,2,Naivasha,Nakuru,-0.7666700000000001,36.39952,180.0,7.0,3.0,1,0,1,1,1,27.0,1,3,1,0,3.0,unknown
6,Entire unit,1125,1,Nakuru,Nakuru,-0.27224,36.07923,54.0,4.0,3.0,1,0,0,0,1,24.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,1,Njoro,Nakuru,-0.3215,36.01221,160.0,3.0,2.0,1,0,0,0,1,0.0,1,3,0,0,2.0,unknown
6,Shared room,365,1,Nakuru,Rift Valley,-0.30677,36.13613,50.0,4.0,1.0,0,0,0,0,0,0.0,0,0,0,0,2.0,shared
8,Entire unit,1125,1,Rusinga Islands,Homa Bay,-0.41081,34.16323,20.0,8.0,8.0,1,1,0,1,1,3.0,0,0,0,0,1.0,unknown
8,Entire unit,365,1,MIrogi,Homa Bay,-0.7046100000000001,34.39598,20.0,7.0,3.0,1,1,1,0,1,0.0,0,3,1,0,1.0,unknown
3,Entire unit,90,1,Mbita,Homa Bay,-0.5966,34.42231,30.0,3.0,3.0,1,1,0,0,1,0.0,1,3,0,0,1.0,unknown
6,Private room,1,1,Mbita,Homa Bay,-0.43231,34.21215,10.0,6.0,4.0,1,0,0,0,1,2.0,0,6,0,0,4.0,unknown
4,Entire unit,365,1,Mbita,Homa Bay,-0.4356,34.20634,18.0,2.0,2.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,30,1,Mbita,Homa Bay,-0.437,34.206,15.0,2.0,2.0,1,1,1,1,1,1.0,1,2,1,0,1.0,unknown
4,Entire unit,1125,1,Kendu Bay,Homa Bay,-0.518,34.485,40.0,3.0,3.0,1,0,1,0,1,0.0,0,1,2,0,2.0,unknown
12,Private room,1125,1,Mbita,Nyanza,-0.44085,34.20308,39.0,9.0,6.0,0,1,0,1,0,16.0,1,7,0,0,7.0,unknown
4,Entire unit,30,3,Homa Bay,Central,-0.53519,34.45848,35.0,3.0,2.0,1,0,1,0,1,0.0,0,3,0,0,2.0,unknown
3,Entire unit,1125,28,Kagan,Nyanza,-0.493,34.536,10.0,3.0,3.0,1,1,1,1,1,0.0,1,5,0,0,1.0,unknown
10,Entire unit,1125,1,Homa Bay,Homa Bay,-0.55817,34.44243,20.0,6.0,2.0,1,1,1,0,1,5.0,1,3,0,0,4.0,unknown
3,Entire unit,6,1,Homa Bay,Homa Bay,-0.5256000000000001,34.47945,21.0,4.0,2.0,1,0,0,0,1,0.0,0,1,1,0,1.0,unknown
1,Private room,365,1,Homa Bay,Homa Bay,-0.5605600000000001,34.45902,20.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,private
4,Entire unit,99,1,Homa Bay,Homa Bay,-0.5312300000000001,34.46023,36.0,2.0,2.0,1,0,0,0,1,2.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,1,Homa Bay,Homa Bay,-0.54457,34.44991,20.0,1.0,1.0,0,0,0,0,0,2.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,1,Homa Bay,Homa Bay,-0.5353300000000001,34.45407,40.0,2.0,2.0,1,1,1,1,1,2.0,0,0,0,0,1.0,unknown
4,Entire unit,365,1,Homa Bay,Homa Bay,-0.5351600000000001,34.46151,29.0,2.0,2.0,1,0,0,0,1,3.0,0,0,0,0,1.0,unknown
2,Other,365,1,Homa Bay,Homa Bay,-0.5371100000000001,34.4687,15.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Muhuru,Migori County,-0.99973,34.09771,24.0,0.0,3.0,1,1,1,0,1,0.0,0,0,0,0,1.0,unknown
2,Private room,1125,1,Nyangweso,Homa Bay,-0.42841,34.57114,18.0,2.0,1.0,1,0,0,0,1,0.0,0,1,0,0,1.0,private
2,Private room,1125,1,Kisii,Kisii County,-0.6913,34.77619,20.0,6.0,6.0,1,1,0,1,1,3.0,1,5,0,0,6.0,unknown
2,Shared room,1125,1,Homa Bay,Nyanza,-0.5304500000000001,34.45541,20.0,2.0,1.0,1,1,1,1,1,0.0,0,0,0,0,1.0,shared
2,Entire unit,1125,1,Kisii,Nyanza,-0.6724300000000001,34.76581,20.0,1.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
7,Private room,365,1,Oyugis,Homa Bay,-0.49902,34.74646,18.0,7.0,7.0,1,0,0,0,1,0.0,1,0,0,0,7.0,shared
5,Entire unit,3,1,Rongo,Migori County,-0.76568,34.61557,20.0,4.0,3.0,1,1,1,0,1,0.0,1,3,0,0,1.0,unknown
2,Entire unit,1125,1,Suneka,Kisii County,-0.67427,34.69006,20.0,0.0,2.0,1,1,0,0,1,0.0,1,0,0,0,1.0,unknown
4,Entire unit,30,1,Mbita,Homa Bay,-0.43723,34.20546,20.0,2.0,2.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
2,Private room,30,1,Oyugis,Homa Bay,-0.48164,34.77676,20.0,1.0,1.0,1,1,1,1,1,3.0,1,1,0,0,1.0,private
4,Other,122,1,Oyugis,Homa Bay,-0.50863,34.73752,25.0,3.0,2.0,1,1,1,1,1,1.0,1,0,0,0,2.0,unknown
2,Private room,1125,1,Kisii,Kisii County,-0.6740100000000001,34.77124,26.0,1.0,1.0,1,0,1,0,1,0.0,0,0,0,0,1.0,shared
1,Other,365,1,Sare,Migori County,-0.905,34.527,35.0,5.0,5.0,0,0,0,0,0,0.0,1,0,0,0,5.0,unknown
6,Entire unit,1125,1,Migori,Migori County,-0.99051,34.47897,38.0,4.0,3.0,0,0,1,0,0,29.0,1,1,1,0,1.0,unknown
4,Entire unit,1125,3,Kendu Bay,Homa Bay,-0.36747,34.64929,30.0,3.0,3.0,0,0,0,0,0,0.0,0,3,0,0,2.0,unknown
4,Entire unit,60,2,Oyugis,Homa Bay,-0.497,34.754,40.0,3.0,1.0,0,0,1,0,0,3.0,1,1,0,1,1.0,unknown
4,Shared room,1125,30,Sindo,Homa Bay,-0.5993400000000001,34.09297,10.0,2.0,1.0,1,1,1,1,1,4.0,1,0,0,0,1.0,shared
4,Shared room,7,7,Kisii,Kisii County,-0.67691,34.78075,13.0,2.0,2.0,0,0,1,0,0,0.0,1,3,0,0,1.0,shared
4,Entire unit,365,1,Nairobi,NAIROBI,-0.67761,34.77988,13.0,2.0,2.0,1,0,1,0,1,0.0,1,3,0,0,2.0,unknown
2,Shared room,1125,1,Sindo,Homa Bay,-0.52064,34.15711,14.0,3.0,1.0,1,0,1,0,1,1.0,1,0,0,0,1.0,shared
4,Entire unit,7,7,Mfangano Island,Homa Bay,-0.4591,34.00763,14.0,1.0,2.0,1,1,1,0,1,0.0,0,5,0,0,3.0,unknown
4,Private room,1125,1,Homa Bay,Homa Bay,-0.5612,34.10248,10.0,4.0,1.0,1,1,1,1,1,0.0,1,4,0,0,1.0,shared
4,Private room,1125,1,Mbita,Homa Bay,-0.49138,34.03046,10.0,4.0,4.0,1,1,1,1,1,0.0,0,4,0,0,0.0,shared
2,Entire unit,365,1,Bungoma,Bungoma,0.59608,34.54465,20.0,1.0,1.0,1,1,1,1,1,0.0,0,0,0,0,1.0,unknown
6,Entire unit,365,1,Bungoma,Bungoma,0.56889,34.55916,101.0,0.0,3.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
12,Private room,180,1,Kakamega,NAIROBI,0.28435,34.76235,18.0,7.0,7.0,1,1,0,1,1,0.0,1,7,3,0,3.0,unknown
2,Private room,1125,1,Kakamega,Kakamega,0.28289,34.75076,24.0,1.0,2.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
5,Private room,1125,1,Kakamega,Kakamega,0.271,34.754,20.0,4.0,1.0,0,1,1,1,0,5.0,1,1,1,0,1.0,shared
11,Private room,1125,1,Malaba,Busia County,0.5922200000000001,34.54626,10.0,11.0,11.0,1,0,0,0,1,0.0,0,11,0,0,4.0,unknown
2,Entire unit,1125,1,Nairobi,Kakamega,0.21187,34.64076,13.0,2.0,2.0,1,1,1,0,1,0.0,1,1,1,1,1.0,unknown
16,Entire unit,1125,1,Bungoma,Bungoma,0.58409,34.56039,45.0,1.0,2.0,1,1,0,0,1,0.0,0,0,0,0,0.0,unknown
16,Other,20,1,Eldoret,Uasin Gishu County,0.11098,34.72836,15.0,16.0,10.0,1,1,0,1,1,0.0,1,9,0,0,10.0,unknown
2,Private room,1125,1,Nairobi,Kakamega,0.11146,34.5807,20.0,2.0,1.0,1,1,1,0,1,0.0,1,1,2,0,1.0,unknown
2,Private room,3,1,Bungoma,Bungoma,0.809,34.455,20.0,2.0,1.0,1,1,1,0,1,0.0,0,1,1,0,1.0,shared
6,Entire unit,30,1,Kakamega,Kakamega,0.2709,34.75226,35.0,0.0,3.0,1,1,0,1,1,0.0,1,0,0,0,3.0,unknown
2,Private room,365,1,Bungoma,Bungoma,0.61621,34.56133,30.0,1.0,1.0,0,1,0,0,0,1.0,1,0,0,0,1.0,private
6,Private room,365,1,Kakamega,Kakamega,0.2802,34.72534,40.0,6.0,6.0,1,0,0,0,0,1.0,1,6,0,0,9.0,unknown
2,Private room,365,1,Bungoma,Bungoma,0.6149600000000001,34.56155,30.0,2.0,1.0,0,1,0,0,0,0.0,1,0,0,0,1.0,private
4,Other,1125,1,Kakamega,Kakamega,0.28097,34.72634,60.0,1.0,1.0,1,1,1,1,1,0.0,1,2,1,0,1.0,unknown
3,Other,1125,1,Nairobi,Kakamega,0.2796,34.7294,24.0,4.0,3.0,1,0,0,0,1,0.0,1,4,0,0,4.0,unknown
6,Shared room,1125,1,Bungoma,Bungoma,0.60079,34.54888,13.0,6.0,1.0,0,0,0,0,0,0.0,1,1,0,0,4.0,shared
4,Entire unit,1125,1,Kitale,Trans-Nzoia County,0.8904900000000001,35.10943,150.0,5.0,4.0,0,1,1,1,0,0.0,1,0,0,0,3.0,unknown
3,Entire unit,1125,1,Siaya,Siaya,0.14326,34.39804,15.0,1.0,2.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
2,Private room,30,1,Bungoma,Bungoma,0.60406,34.56887,32.0,1.0,1.0,1,1,0,0,1,4.0,1,1,0,0,1.0,shared
14,Other,30,2,Eldoret,Uasin Gishu County,0.584,35.099,45.0,9.0,1.0,1,0,0,0,1,0.0,1,2,1,1,5.0,unknown
16,Entire unit,1125,1,Bungoma,Bungoma,0.5853200000000001,34.56047,40.0,16.0,10.0,1,1,1,1,1,3.0,0,0,0,0,8.0,unknown
12,Private room,1125,1,Kakamega,Kakamega,0.27635,34.72616,35.0,25.0,12.0,1,1,0,1,1,2.0,0,15,6,0,12.0,unknown
16,Private room,1125,1,Malava,Kakamega,0.447,34.84671,28.0,48.0,33.0,1,0,0,0,1,0.0,0,46,0,0,49.0,unknown
2,Private room,365,1,Kakamega,Kakamega,0.2938,34.76335,10.0,0.0,1.0,1,1,1,1,1,0.0,0,0,0,0,1.0,shared
8,Entire unit,1125,2,Bungoma,Bungoma,0.5294,34.53092,89.0,4.0,3.0,1,1,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,1,Kakamega,Kakamega,0.41687,34.45326,25.0,3.0,3.0,1,1,1,1,1,1.0,1,3,0,0,1.0,unknown
15,Private room,365,1,Bungoma,Bungoma,0.5649000000000001,34.5618,30.0,15.0,15.0,1,1,0,0,1,1.0,0,0,0,0,16.0,shared
3,Entire unit,365,1,Bungoma,Bungoma,0.5703100000000001,34.55698,110.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,7,1,Chwele,Bungoma,0.73516,34.57741,15.0,1.0,1.0,1,0,0,1,0,0.0,1,1,2,0,1.0,unknown
8,Private room,90,1,Bungoma,Bungoma,0.5650000000000001,34.565,150.0,4.0,4.0,1,1,1,1,1,0.0,1,3,0,0,4.0,unknown
16,Private room,1125,1,Kakamega,Kakamega,0.28097,34.75131,20.0,18.0,50.0,1,1,0,0,1,0.0,1,15,1,0,50.0,shared
4,Private room,1125,1,Kapsabet,Nandi County,0.20203,35.09671,25.0,2.0,2.0,1,0,1,0,1,0.0,1,1,0,0,1.0,shared
2,Private room,30,1,Siaya,Siaya,0.1449,34.39961,40.0,1.0,2.0,1,1,0,1,1,1.0,1,1,0,0,3.0,unknown
2,Private room,1125,1,Shianda,Kakamega,0.31863,34.57184,23.0,2.0,2.0,1,0,1,0,1,0.0,1,0,0,0,1.0,shared
8,Private room,1125,1,Bungoma,Bungoma,0.5908100000000001,34.55266,25.0,9.0,8.0,0,0,0,0,0,2.0,1,7,0,0,11.0,shared
4,Private room,365,1,Kakamega,Kakamega,0.2838571118,34.7542705557,22.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
2,Private room,3,1,Kakamega,Kakamega,0.282,34.746,23.0,0.0,1.0,1,0,1,0,1,1.0,0,0,0,0,2.0,shared
10,Entire unit,14,3,Nairobi,kenya,0.79171,34.71006,70.0,10.0,5.0,1,1,0,0,1,0.0,1,6,0,0,2.0,unknown
4,Entire unit,1125,1,Bungoma,Bungoma,0.5671200000000001,34.55722,40.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
4,Private room,1125,1,Bungoma,Bungoma,0.57986,34.58536,25.0,1.0,2.0,1,1,1,1,1,0.0,1,0,0,0,2.0,shared
5,Entire unit,1125,1,Kakamega,Kakamega,0.27084,34.75508,60.0,5.0,5.0,1,1,1,0,1,0.0,1,5,0,0,4.0,unknown
4,Other,1125,3,Malava,Kakamega,0.44674,34.85056,40.0,4.0,3.0,1,0,1,0,1,0.0,1,3,0,0,3.0,unknown
6,Private room,1125,1,Mumias,Kakamega,0.33761,34.4907,18.0,3.0,3.0,1,1,1,0,1,0.0,1,3,0,0,3.0,shared
2,Other,1125,1,Kitale,Trans-Nzoia County,0.81044,35.1309,28.0,1.0,1.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Kakamega,Kakamega,0.28367,34.75119,18.0,1.0,1.0,1,0,0,0,1,1.0,0,0,0,0,1.0,unknown
15,Entire unit,1125,1,Bungoma,Bungoma,0.59243,34.55357,150.0,8.0,8.0,1,0,1,0,1,2.0,1,0,0,0,12.0,unknown
6,Other,365,2,Miendo,Bungoma,0.6641800000000001,34.68632,23.0,4.0,3.0,1,1,1,0,1,0.0,1,2,0,0,4.0,unknown
3,Private room,14,1,Kakamega,Kakamega,0.29393,34.75738,25.0,2.0,2.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
16,Private room,1125,1,Bungoma,Bungoma,0.58514,34.55772,35.0,20.0,2.0,1,0,0,0,1,0.0,1,1,0,1,0.0,shared
4,Entire unit,1125,2,Bungoma,Bungoma,0.56767,34.56222,32.0,2.0,2.0,1,1,1,0,1,0.0,1,2,1,0,1.0,unknown
3,Private room,365,1,Kakamega,Kakamega,0.28348,34.75126,35.0,3.0,2.0,1,1,1,0,1,0.0,1,0,0,0,2.0,unknown
16,Other,363,1,Bungoma,Bungoma,0.5734400000000001,34.56335,20.0,9.0,6.0,1,0,0,0,1,4.0,1,7,0,0,1.0,unknown
14,Private room,1125,1,Webuye,Bungoma,0.5994700000000001,34.77868,21.0,1.0,7.0,1,1,0,1,1,1.0,1,1,0,0,7.0,unknown
8,Entire unit,1125,1,Nairobi,Kakamega,0.18665,34.475,110.0,4.0,3.0,1,1,1,0,1,6.0,1,3,0,0,3.0,unknown
5,Entire unit,1125,1,Bungoma,Bungoma,0.5703,34.55872,15.0,2.0,2.0,1,1,0,0,1,5.0,0,2,0,0,1.0,unknown
2,Private room,1125,1,Bungoma,Bungoma,0.5869700000000001,34.55598,20.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,shared
4,Entire unit,1125,1,Bungoma,Bungoma,0.5660200000000001,34.56131,18.0,2.0,2.0,1,1,1,1,1,12.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,1,Bungoma,Bungoma,0.5923200000000001,34.42193,37.0,1.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,unknown
1,Other,1125,1,Bungoma,Bungoma,0.55779,34.56133,18.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
8,Private room,1125,1,Bungoma,Bungoma,0.59684,34.54675,12.0,8.0,4.0,1,0,0,0,1,5.0,1,6,0,0,2.0,shared
1,Entire unit,14,14,Kakamega,Kakamega,0.27769,34.7526,10.0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,2.0,unknown
2,Entire unit,90,3,Kakamega,Kakamega,0.28328,34.75119,12.0,5.0,3.0,0,0,0,0,0,0.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,1,Bungoma,Bungoma,0.5984600000000001,34.54809,15.0,2.0,2.0,1,1,0,0,1,0.0,1,1,1,0,3.0,unknown
6,Entire unit,1125,1,Kakamega,Kakamega,0.27097,34.75406,36.0,3.0,2.0,1,1,1,0,1,20.0,1,3,1,0,1.0,unknown
8,Entire unit,1125,1,Bungoma,Bungoma,0.59436,34.58559,60.0,4.0,4.0,1,0,0,0,1,13.0,1,3,0,0,3.0,unknown
4,Private room,1125,1,Kakamega,Kakamega,0.28244,34.75312,10.0,3.0,3.0,1,0,0,0,1,2.0,1,3,0,0,3.0,unknown
3,Private room,1125,1,Kakamega,Kakamega,0.27428,34.73021,15.0,2.0,1.0,1,1,1,1,0,1.0,0,1,0,0,1.0,unknown
4,Private room,90,30,Bungoma,Bungoma,0.5704800000000001,34.55875,24.0,1.0,2.0,1,1,1,1,1,0.0,0,0,1,0,1.0,unknown
2,Private room,90,1,Kakamega,Kakamega,0.27828,34.73519,15.0,1.0,1.0,0,0,0,0,0,1.0,0,1,0,0,1.0,unknown
2,Private room,1125,1,Isukha ICHINA,Kakamega,0.314,34.788,28.0,2.0,2.0,1,0,1,0,1,6.0,1,1,0,0,2.0,unknown
9,Entire unit,1125,1,Isukha ICHINA,Kakamega,0.314,34.788,28.0,5.0,3.0,1,0,1,0,1,64.0,1,5,0,0,2.0,unknown
1,Private room,365,1,Kakamega,Kakamega,0.27053,34.75351,20.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,private
3,Entire unit,365,1,Nairobi,Kakamega,0.36196,34.50578,110.0,0.0,2.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Kakamega,Kakamega,0.28532,34.76184,16.0,1.0,1.0,1,0,0,0,1,32.0,0,1,0,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.12043,34.74989,22.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.10751,34.75628,21.0,1.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.11021,34.75704,23.0,1.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,Kisumu,Kisumu,-0.09107,34.76682,24.0,1.0,1.0,1,0,0,0,1,0.0,1,2,1,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.10224,34.75481,20.0,1.0,1.0,1,1,0,1,1,9.0,1,1,0,0,1.0,private
1,Entire unit,1125,1,Kisumu,Kisumu,-0.11892,34.75604,20.0,1.0,1.0,1,1,1,1,1,1.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,1,Kisumu,Kisumu,-0.06437,34.7803,20.0,2.0,2.0,1,1,0,1,1,2.0,0,1,0,0,1.0,unknown
2,Entire unit,365,1,Kisumu,Kisumu,-0.11044,34.75984,20.0,1.0,1.0,0,0,0,0,0,2.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.10924,34.76055,22.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
