numberOfGuests,roomType,maxNights,minNights,city,state,latitude,longitude,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
2,Private room,1125,1,Kisumu,Kisumu,-0.09182,34.76261,20.0,0.0,2.0,1,0,0,1,0,11.0,0,0,0,0,1.0,private
2,Entire unit,365,1,Kisumu,Kisumu,-0.09985,34.75398,20.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Other,30,1,Kisumu,Kisumu,-0.11481,34.756,19.0,1.0,1.0,1,1,1,1,1,4.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.08545,34.76336,20.0,1.0,1.0,1,0,0,1,1,15.0,1,2,0,0,1.0,unknown
2,Entire unit,28,1,Kisian,Kisumu,-0.07425,34.66413,18.0,1.0,1.0,1,1,1,1,1,4.0,1,1,0,0,1.0,unknown
2,Other,30,1,Kisumu,Kisumu,-0.11266,34.75547,19.0,1.0,1.0,1,1,1,1,1,8.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.07298,34.77937,21.0,1.0,1.0,1,0,1,0,1,6.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.11618,34.75064,18.0,2.0,1.0,1,0,1,1,1,3.0,1,1,0,0,1.0,private
2,Entire unit,1125,1,Kisumu,Kisumu,-0.11111,34.76237,24.0,1.0,1.0,1,0,1,1,1,1.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.071,34.782,20.0,1.0,1.0,1,1,0,0,1,19.0,0,1,0,0,1.0,private
2,Entire unit,1125,1,Kisumu,Kisumu,-0.10878,34.76271,22.0,1.0,1.0,1,0,0,0,1,49.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.10972,34.763980000000004,21.0,1.0,2.0,1,0,0,1,1,25.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.08852,34.76142,23.0,1.0,1.0,1,1,1,1,1,3.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.13985,34.7376,20.0,1.0,1.0,1,0,0,0,1,11.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.08483,34.76338,18.0,1.0,1.0,1,0,1,1,1,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.11231,34.75761,23.0,1.0,1.0,1,0,0,0,1,29.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.11821,34.75621,24.0,1.0,1.0,1,0,1,0,1,21.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.11613,34.75908,24.0,1.0,1.0,1,0,1,0,1,32.0,1,1,0,0,1.0,unknown
2,Entire unit,365,1,Kisumu,Kisumu,-0.0914,34.76723,20.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Kisumu,Kisumu,-0.11,34.762,24.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,Kisumu,Kisumu,-0.11083,34.76292,23.0,1.0,1.0,0,0,0,0,0,28.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,1,Kisumu,Kisumu,-0.11599,34.74795,18.0,2.0,1.0,1,0,0,1,0,36.0,0,1,1,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.07428,34.70116,24.0,1.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,private
2,Entire unit,1125,2,Kisumu,Kisumu,-0.13153,34.74447,18.0,2.0,2.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
12,Other,1125,1,Kisumu,Kisumu,-0.06811,34.76073,20.0,15.0,12.0,1,1,1,0,0,26.0,1,11,10,0,1.0,unknown
2,Private room,1125,1,Kisumu,Kisumu,-0.07233,34.78212,18.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
2,Private room,1125,1,Kisumu,Kisumu,-0.05149,34.78618,19.0,2.0,2.0,1,1,1,1,1,0.0,1,2,0,0,1.0,private
4,Shared room,365,1,Gucha,Kisii County,-0.76887,34.6262,13.0,4.0,1.0,1,1,1,1,1,0.0,0,2,0,0,3.0,shared
4,Other,1125,1,Suneka,Kisii County,-0.6735300000000001,34.6882,15.0,2.0,1.0,1,1,0,1,1,0.0,0,0,0,0,10.0,unknown
4,Entire unit,60,3,Kisii,Kisii County,-0.6770200000000001,34.78016,33.0,3.0,2.0,1,1,0,1,1,0.0,1,0,0,0,2.0,unknown
2,Shared room,5,1,Kisii,Nyanza,-0.67842,34.78406,40.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,shared
2,Other,1125,1,Nyamira,Nyanza,-0.7167300000000001,34.86418,25.0,2.0,1.0,1,1,1,1,0,0.0,1,1,1,0,1.0,unknown
5,Entire unit,1125,5,Kisii,Kisii County,-0.68942,34.77463,200.0,4.0,3.0,1,0,0,0,1,0.0,0,3,1,0,2.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.6923800000000001,34.77683,40.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Kisii,Wilaya ya Kisii Kati,-0.66215,34.74807,100.0,5.0,4.0,1,1,1,1,1,0.0,1,4,0,0,2.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.6796800000000001,34.77748,40.0,2.0,2.0,1,0,0,0,1,0.0,0,2,0,0,1.0,unknown
6,Entire unit,1125,1,Kisii,Kisii County,-0.61434,34.68201,45.0,3.0,3.0,1,1,1,1,1,0.0,1,0,0,0,2.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.6909200000000001,34.77706,50.0,2.0,2.0,1,0,0,0,1,1.0,1,1,0,0,2.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.6864800000000001,34.76622,50.0,2.0,2.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.7107500000000001,34.77826,40.0,2.0,2.0,1,0,0,0,0,0.0,0,1,0,0,2.0,unknown
4,Entire unit,1125,1,Kisii,Kisii County,-0.6764500000000001,34.76841,42.0,2.0,2.0,1,0,1,0,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Kisii,Kisii County,-0.6678000000000001,34.78872,25.0,1.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.69166,34.78624,45.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.6890000000000001,34.776,34.0,2.0,2.0,1,0,1,0,1,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,Kisii,Kisii County,-0.6823400000000001,34.77901,40.0,1.0,1.0,0,0,0,0,0,15.0,0,1,0,0,1.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.69281,34.77684,60.0,3.0,3.0,1,1,0,0,1,0.0,1,3,0,0,2.0,unknown
4,Entire unit,365,1,Kisii,Kisii County,-0.6790200000000001,34.76786,57.0,2.0,2.0,1,0,0,0,1,0.0,1,2,1,0,2.0,unknown
4,Entire unit,365,1,Kisii,Nyanza,-0.67266,34.76302,58.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
1,Private room,365,1,Nairobi,NAIROBI,-1.30835,36.81237,33.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,1,Nairobi,NAIROBI,-1.32176,36.84331,32.0,2.0,2.0,1,0,1,1,1,1.0,0,1,1,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.2855,36.97368,33.0,3.0,3.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
1,Private room,1125,1,Nairobi,NAIROBI,-1.29008,36.80868,31.0,2.0,1.0,1,1,0,0,1,1.0,1,1,0,0,1.0,shared
2,Entire unit,365,1,Nairobi,NAIROBI,-1.27297,36.79874,32.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.29992,36.74723,32.0,1.0,1.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31312,36.89671,31.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.29876,36.79073,32.0,1.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,30,Nairobi,NAIROBI,-1.31351,36.82371,33.0,4.0,3.0,1,1,1,1,1,0.0,1,2,0,0,3.0,unknown
4,Entire unit,1125,3,Nairobi,NAIROBI,-1.19894,36.75957,32.0,2.0,3.0,1,0,0,0,1,1.0,1,3,2,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.21752,36.88552,33.0,2.0,2.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.38002,36.94111,33.0,2.0,2.0,1,0,0,0,1,2.0,1,1,1,0,1.0,unknown
6,Other,1125,1,Nairobi,Kiambu,-1.16951,36.69586,32.0,3.0,3.0,1,0,0,0,0,28.0,0,3,0,0,3.0,unknown
2,Private room,90,1,Nairobi,NAIROBI,-1.369,36.756,33.0,2.0,1.0,1,0,0,0,0,0.0,1,1,0,0,1.0,private
2,Entire unit,365,1,Nairobi,NAIROBI,-1.26768,36.79064,33.0,1.0,1.0,0,0,0,1,0,0.0,1,0,0,0,1.0,unknown
1,Private room,1125,1,Nairobi,NAIROBI,-1.2886,36.80941,32.0,1.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,private
4,Entire unit,365,1,Nairobi,NAIROBI,-1.2792400000000002,36.96428,33.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
4,Entire unit,1125,2,Nairobi,Kiambu,-1.15531,36.88981,33.0,0.0,2.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Entire unit,365,5,Nairobi,NAIROBI,-1.307,36.819,31.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,3,Nairobi,NAIROBI,-1.31703,36.84234,32.0,2.0,1.0,1,0,1,1,1,1.0,1,1,0,0,1.0,unknown
2,Private room,1125,3,Nairobi,NAIROBI,-1.3,36.794,33.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,private
4,Entire unit,1125,1,Ruiru,Kiambu,-1.16837,36.97439,31.0,0.0,2.0,1,1,1,0,1,9.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.3114400000000002,36.80795,31.0,2.0,2.0,1,0,0,0,1,25.0,1,2,0,0,2.0,unknown
2,Entire unit,365,1,Nairobi,Kiambu,-1.20255,36.83826,31.0,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,30,2,Nairobi,NAIROBI,-1.23508,36.87282,31.0,1.0,1.0,1,1,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Private room,10,2,Nairobi,NAIROBI,-1.26927,36.7902,31.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,shared
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.25817,36.79642,33.0,2.0,1.0,1,0,0,0,0,2.0,1,1,1,0,1.0,unknown
6,Entire unit,1125,1,Nairobi,NAIROBI,-1.31136,36.9085,33.0,3.0,3.0,1,0,0,0,1,1.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.27593,36.82744,33.0,3.0,2.0,1,0,1,0,1,0.0,0,3,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.29414,36.78564,31.0,2.0,2.0,1,0,1,0,1,0.0,1,1,0,0,2.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.2739,36.81797,32.0,1.0,2.0,0,1,0,1,1,0.0,0,0,0,0,1.0,unknown
2,Private room,365,1,Nairobi,NAIROBI,-1.23475,36.8721,31.0,1.0,1.0,0,0,0,0,0,2.0,1,0,0,0,1.0,unknown
2,Private room,7,2,Nairobi,NAIROBI,-1.274,36.79,32.0,2.0,1.0,0,0,0,0,0,3.0,1,2,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.31665,36.80509,32.0,2.0,2.0,1,0,0,0,1,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.30772,36.82298,32.0,1.0,2.0,1,0,0,0,1,1.0,0,0,0,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.2740200000000002,36.79731,32.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Private room,365,1,Nairobi,NAIROBI,-1.27478,36.83195,32.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.30763,36.73344,33.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,2.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.29683,36.79732,32.0,1.0,1.0,0,0,0,1,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,2,Nairobi,NAIROBI,-1.2938,36.79015,33.0,2.0,2.0,1,0,0,1,1,2.0,1,2,0,0,1.0,unknown
4,Entire unit,1125,2,Nairobi,NAIROBI,-1.21515,36.81064,31.0,2.0,2.0,1,0,0,0,1,13.0,0,2,0,0,2.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.21963,36.81655,31.0,1.0,1.0,1,0,0,0,1,21.0,1,1,0,0,1.0,private
2,Entire unit,1,1,Nairobi,NAIROBI,-1.309,36.82,31.0,1.0,1.0,1,0,1,1,1,37.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.20698,36.89339,31.0,2.0,2.0,0,0,0,0,0,79.0,1,2,1,0,2.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.369,36.755,33.0,1.0,1.0,1,0,0,0,0,5.0,1,1,0,0,1.0,private
2,Entire unit,365,1,Nairobi,NAIROBI,-1.32077,36.90438,32.0,3.0,1.0,1,0,1,0,1,1.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.31359,36.83826,32.0,2.0,2.0,0,0,0,0,1,9.0,1,0,0,0,3.0,unknown
3,Entire unit,365,1,Nairobi,NAIROBI,-1.2844600000000002,36.78904,31.0,2.0,2.0,0,0,0,0,0,10.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.35634,36.72842,32.0,2.0,2.0,1,0,1,0,1,14.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,28,Nairobi,NAIROBI,-1.29128,36.77938,32.0,1.0,1.0,1,0,0,1,1,4.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26634,36.79301,33.0,1.0,1.0,0,0,1,0,0,1.0,1,1,1,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.29379,36.79221,32.0,1.0,1.0,1,0,0,0,1,4.0,1,1,0,0,1.0,shared
1,Private room,1125,7,Nairobi,NAIROBI,-1.25342,36.80032,33.0,2.0,1.0,1,0,1,0,1,1.0,1,0,0,0,1.0,shared
6,Entire unit,360,60,Nairobi,NAIROBI,-1.29559,36.76374,32.0,5.0,3.0,1,1,0,1,1,0.0,1,5,0,0,2.0,unknown
2,Entire unit,1125,30,Nairobi,NAIROBI,-1.29614,36.75736,33.0,1.0,1.0,1,0,1,1,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,14,Nairobi,NAIROBI,-1.26656,36.83776,32.0,2.0,2.0,1,0,0,0,1,1.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.29081,36.77219,32.0,3.0,2.0,1,0,1,0,1,27.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.3065,36.81156,31.0,1.0,1.0,0,0,0,0,0,5.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.26,36.829,32.0,1.0,1.0,1,0,0,0,1,6.0,0,1,0,0,1.0,unknown
1,Entire unit,1125,3,Nairobi,NAIROBI,-1.22976,36.79763,33.0,1.0,1.0,0,0,0,0,0,28.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.36096,36.7361,33.0,1.0,1.0,1,0,1,0,1,3.0,1,1,0,1,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.27348,36.79883,32.0,2.0,1.0,1,0,0,0,1,6.0,1,1,0,0,1.0,unknown
2,Entire unit,360,1,Nairobi,Westlands,-1.26777,36.80538,33.0,1.0,2.0,1,0,0,0,1,98.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29646,36.76453,32.0,2.0,2.0,0,0,1,0,0,0.0,0,0,0,0,2.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.27447,36.78837,31.0,1.0,1.0,1,0,0,0,0,48.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.23682,36.86987,31.0,1.0,1.0,0,0,0,0,1,54.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,3,Nairobi,NAIROBI,-1.27889,36.78462,33.0,0.0,1.0,0,0,0,0,0,84.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.28996,36.77857,33.0,2.0,1.0,1,1,0,1,0,14.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,3,Nairobi,NAIROBI,-1.28676,36.78416,33.0,1.0,2.0,0,0,0,0,0,44.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.2852,36.7815,31.0,1.0,1.0,1,0,0,0,1,109.0,1,0,1,0,1.0,unknown
6,Entire unit,1125,21,Nairobi,NAIROBI,-1.291,36.771,31.0,3.0,2.0,1,0,0,0,1,10.0,1,3,0,0,2.0,unknown
6,Entire unit,1125,3,Nairobi,NAIROBI,-1.27426,36.83419,34.0,3.0,3.0,1,0,0,0,1,5.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,3,Nairobi,NAIROBI,-1.29714,36.8859,33.0,2.0,2.0,1,1,0,1,0,1.0,1,2,1,0,2.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.26765,36.80432,37.0,1.0,1.0,0,0,0,0,0,5.0,1,1,0,0,1.0,unknown
2,Private room,1125,2,Nairobi,NAIROBI,-1.29488,36.77412,35.0,2.0,1.0,0,0,0,1,0,3.0,1,1,1,0,1.0,private
2,Entire unit,30,5,Nairobi,NAIROBI,-1.2908,36.88405,34.0,0.0,1.0,1,0,0,1,1,0.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,1,Nairobi,NAIROBI,-1.30718,36.90693,34.0,3.0,3.0,1,0,1,0,1,0.0,1,0,0,0,2.0,unknown
1,Private room,1125,1,Kikuyu,Kiambu,-1.25411,36.68469,33.0,1.0,1.0,1,0,1,0,1,0.0,1,1,0,0,1.0,unknown
2,Other,1125,1,Nairobi,NAIROBI,-1.29244,36.82143,33.0,1.0,1.0,1,0,1,1,1,9.0,0,1,0,0,1.0,private
2,Private room,1125,1,Nairobi,NAIROBI,-1.27688,36.7859,33.0,2.0,1.0,0,1,0,1,0,0.0,1,2,0,0,1.0,shared
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.22402,36.91285,34.0,2.0,1.0,1,1,1,1,1,0.0,0,1,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.32133,36.8008,34.0,3.0,2.0,1,0,0,0,1,0.0,0,1,0,0,2.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.27631,36.78737,33.0,1.0,1.0,0,1,0,1,0,1.0,1,0,0,0,1.0,unknown
2,Private room,1125,1,Nairobi,NAIROBI,-1.32114,36.82353,34.0,1.0,1.0,0,0,0,0,0,1.0,0,1,0,0,1.0,private
4,Entire unit,365,1,Mlolongo,Machakos,-1.39296,36.94106,34.0,2.0,2.0,1,0,0,0,1,0.0,0,1,0,0,1.0,unknown
3,Entire unit,365,1,Nairobi,Eastern,-1.33589,36.93442,34.0,3.0,3.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
1,Shared room,1125,1,Nairobi,NAIROBI,-1.32396,36.83458,33.0,1.0,1.0,0,0,0,0,0,0.0,0,2,3,0,2.0,shared
1,Entire unit,1125,1,Nairobi,NAIROBI,-1.30784,36.8212,33.0,1.0,2.0,1,0,1,1,1,0.0,1,1,0,0,1.0,unknown
4,Private room,1125,1,Nairobi,NAIROBI,-1.27717,36.78586,33.0,2.0,1.0,0,1,0,1,0,0.0,1,0,0,0,1.0,private
1,Private room,1125,1,Nairobi,NAIROBI,-1.2763,36.7872,33.0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Syokimau,Machakos,-1.35909,36.95191,33.0,0.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
4,Private room,1125,1,Nairobi,NAIROBI,-1.27722,36.78793,33.0,2.0,1.0,0,1,0,1,0,0.0,1,0,0,0,1.0,private
3,Entire unit,365,1,Ruiru,Kiambu,-1.13328,36.9786,33.0,2.0,2.0,1,1,1,0,1,0.0,1,2,0,0,1.0,unknown
2,Private room,365,1,Nairobi,NAIROBI,-1.3041,36.82092,34.0,1.0,1.0,1,0,0,0,0,0.0,0,1,0,0,1.0,shared
2,Entire unit,30,1,Nairobi,NAIROBI,-1.2685,36.81784,34.0,1.0,1.0,0,0,0,0,0,0.0,0,1,1,0,1.0,unknown
5,Entire unit,1125,1,Nairobi,NAIROBI,-1.33104,36.78209,33.0,3.0,2.0,1,0,1,1,1,1.0,1,0,0,0,1.0,unknown
2,Private room,365,1,Nairobi,NAIROBI,-1.27866,36.90411,34.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,private
2,Entire unit,365,1,Ruaka,Kiambu,-1.20609,36.78389,33.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
1,Other,4,2,Nairobi,Kiambu,-1.18649,36.88675,34.0,2.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
3,Entire unit,5,1,South,NAIROBI,-1.31442,36.90426,34.0,1.0,1.0,1,1,1,1,1,0.0,0,1,1,0,1.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.31756,36.90351,33.0,1.0,1.0,1,0,1,0,0,3.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Syokimau,Machakos,-1.37112,36.93205,34.0,2.0,2.0,1,0,0,0,1,1.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.2977,36.7645,34.0,1.0,1.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,1,Ruaka,Kiambu,-1.20349,36.7791,33.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,Kiambu,-1.15292,36.92174,33.0,1.0,1.0,1,1,0,0,1,0.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,1,Machakos,Machakos,-1.42748,36.9741,33.0,3.0,3.0,1,1,0,0,1,1.0,1,0,0,0,2.0,unknown
2,Entire unit,365,1,Nairobi,NAIROBI,-1.42956,36.9642,34.0,1.0,1.0,0,0,0,0,0,0.0,1,1,1,0,1.0,unknown
4,Private room,1125,1,Nairobi,NAIROBI,-1.27606,36.78718,33.0,2.0,1.0,0,1,0,1,0,0.0,1,2,0,0,1.0,private
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.31637,36.90258,33.0,0.0,1.0,0,0,1,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.31,36.83,33.0,3.0,3.0,1,0,0,1,1,0.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,2,Nairobi,NAIROBI,-1.21145,36.88599,34.0,2.0,2.0,1,0,1,0,1,0.0,1,1,0,0,2.0,unknown
3,Entire unit,365,1,Nairobi,NAIROBI,-1.21996,36.84322,34.0,1.0,1.0,1,0,1,0,1,2.0,0,1,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.21983,36.88734,34.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
3,Entire unit,365,1,Nairobi,NAIROBI,-1.21651,36.88667,34.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
3,Private room,1125,1,Nairobi,NAIROBI,-1.29287,36.82306,34.0,5.0,2.0,1,0,1,0,1,0.0,1,3,0,0,2.0,unknown
2,Entire unit,360,1,Nairobi,NAIROBI,-1.2913,36.78816,35.0,1.0,1.0,1,0,0,0,1,43.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,2,Nairobi,NAIROBI,-1.32509,36.84311,36.0,1.0,1.0,0,0,1,0,0,1.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.29553,36.7901,36.0,1.0,1.0,0,0,0,0,0,48.0,0,1,0,0,1.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.294,36.782,35.0,2.0,2.0,1,1,0,0,1,80.0,1,2,0,0,1.0,unknown
4,Entire unit,20,1,Nairobi,Machakos,-1.38379,36.92126,35.0,2.0,2.0,1,0,0,0,0,12.0,1,1,0,0,2.0,unknown
5,Entire unit,365,1,Nairobi,NAIROBI,-1.32646,36.84303,34.0,3.0,2.0,1,0,0,0,1,0.0,1,0,0,0,3.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.26593,36.80443,34.0,0.0,1.0,1,1,0,1,1,0.0,1,0,0,0,3.0,unknown
3,Entire unit,365,28,Nairobi,NAIROBI,-1.29,36.78,34.0,2.0,2.0,1,0,0,1,1,4.0,1,1,0,0,1.0,unknown
4,Entire unit,365,1,Nairobi,NAIROBI,-1.21728,36.89432,34.0,0.0,2.0,0,0,0,0,0,6.0,1,0,0,0,3.0,unknown
2,Entire unit,1125,1,Nairobi,NAIROBI,-1.28875,36.78587,34.0,1.0,1.0,1,1,1,1,1,6.0,1,0,0,0,1.0,unknown
2,Private room,90,1,Nairobi,NAIROBI,-1.369,36.756,33.0,3.0,1.0,1,0,0,0,0,1.0,1,3,0,0,1.0,private
4,Entire unit,1125,2,Kilimani,NAIROBI,-1.29772,36.79824,34.0,2.0,2.0,0,0,0,0,0,22.0,1,2,0,0,2.0,unknown
4,Entire unit,1125,1,Nairobi,NAIROBI,-1.29419,36.78523,34.0,2.0,2.0,0,0,1,0,0,0.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,4,Nairobi,NAIROBI,-1.26907,36.79662,37.0,1.0,1.0,1,0,0,0,1,30.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,2,Nairobi,NAIROBI,-1.2657,36.79071,35.0,1.0,1.0,1,0,0,0,0,40.0,1,0,0,0,1.0,unknown
