numberOfGuests,roomType,maxNights,city,state,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
2,Entire unit,365,Nairobi,NAIROBI,13.0,1.0,2.0,0,0,0,0,0,42.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,40.0,3.0,3.0,1,0,1,0,1,11.0,1,3,0,0,2.0,unknown
2,Private room,1125,Kitale,Trans-Nzoia County,25.0,2.0,2.0,1,1,1,0,1,1.0,1,1,0,0,1.0,shared
8,Other,1125,Nanyuki,Laikipia,44.0,4.0,4.0,1,1,0,1,1,69.0,1,3,0,0,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,34.0,1.0,1.0,0,0,0,0,0,20.0,1,1,0,0,1.0,unknown
2,Private room,14,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,private
6,Entire unit,365,Nairobi,Laikipia,65.0,5.0,4.0,1,0,1,1,1,1.0,1,0,0,0,4.0,unknown
5,Entire unit,365,Mombasa,Mombasa,50.0,6.0,2.0,0,0,0,0,0,0.0,0,6,0,0,3.0,unknown
7,Entire unit,365,Nairobi,NAIROBI,68.0,0.0,2.0,1,0,1,0,1,0.0,0,0,0,0,4.0,unknown
4,Entire unit,365,Mombasa,Mombasa,23.0,2.0,2.0,1,0,1,1,1,13.0,1,2,0,0,1.0,unknown
10,Private room,7,Murang'a,Muranga County,10.0,6.0,6.0,1,0,0,0,1,0.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,25.0,1.0,1.0,1,1,1,0,1,5.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,120.0,2.0,2.0,0,0,0,0,0,0.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,63.0,1.0,1.0,1,0,0,0,1,11.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,60.0,2.0,2.0,0,0,0,0,0,2.0,1,2,0,0,2.0,unknown
2,Entire unit,365,Mombasa,Mombasa,17.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
10,Entire unit,90,Nairobi,Kwale,350.0,4.0,5.0,1,1,1,1,1,0.0,1,2,0,0,1.0,unknown
8,Entire unit,1125,Malindi,kilifi,151.0,7.0,4.0,1,0,0,0,1,4.0,1,0,0,0,6.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,55.0,1.0,1.0,0,0,0,0,0,11.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,37.0,1.0,1.0,1,0,0,0,1,30.0,1,1,1,0,1.0,unknown
5,Entire unit,356,Kilifi,kilifi,18.0,3.0,2.0,1,1,1,1,1,0.0,1,2,1,1,1.0,unknown
4,Entire unit,1000,Nairobi,NAIROBI,130.0,2.0,2.0,1,1,1,1,1,0.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,58.0,2.0,2.0,1,1,0,0,1,35.0,1,2,0,0,1.0,unknown
10,Entire unit,1125,Watamu,kilifi,218.0,6.0,5.0,0,1,1,1,0,79.0,1,6,0,0,4.0,unknown
10,Other,7,Naivasha,Nakuru,800.0,8.0,5.0,0,0,0,0,0,1.0,1,7,1,0,5.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,1,0,1,0,1,11.0,1,1,1,0,1.0,unknown
6,Entire unit,1125,Watamu,kilifi,305.0,7.0,3.0,1,0,0,0,1,11.0,1,0,0,0,5.0,unknown
6,Entire unit,1125,Naro Moru,Laikipia,123.0,4.0,3.0,1,0,1,0,1,53.0,1,2,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,100.0,1.0,2.0,1,0,1,1,1,0.0,1,5,0,0,1.0,unknown
12,Private room,1125,DIANI BEACH,Kwale,800.0,6.0,6.0,1,1,0,0,0,3.0,1,6,0,0,6.0,unknown
6,Entire unit,365,Kikambala,kilifi,20.0,3.0,3.0,1,0,0,0,1,0.0,0,0,0,0,3.0,unknown
6,Private room,1125,Mtwapa,kilifi,20.0,4.0,2.0,1,1,0,1,0,0.0,0,0,0,0,1.0,private
2,Entire unit,365,Nairobi,NAIROBI,2400.0,1.0,2.0,1,1,1,1,1,0.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,26.0,1.0,2.0,0,0,0,0,0,27.0,1,1,0,0,1.0,unknown
16,Private room,90,Mombasa,Mombasa,15.0,13.0,13.0,1,1,0,0,0,0.0,1,13,1,0,14.0,unknown
4,Entire unit,365,Kilifi,kilifi,56.0,2.0,2.0,1,0,1,1,1,5.0,1,2,0,0,1.0,unknown
6,Entire unit,1125,Kikambala,kilifi,51.0,3.0,3.0,1,0,0,0,1,7.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,118.0,2.0,2.0,1,0,0,1,1,18.0,1,2,0,0,2.0,unknown
6,Entire unit,360,Watamu,kilifi,182.0,5.0,3.0,1,0,1,0,1,2.0,1,5,0,0,3.0,unknown
4,Entire unit,365,Nakuru,Nakuru,30.0,2.0,2.0,0,0,0,0,1,12.0,0,2,0,0,1.0,unknown
4,Entire unit,1125,Bomet,Bomet County,33.0,2.0,2.0,1,0,1,0,1,5.0,1,1,1,0,1.0,unknown
10,Entire unit,1125,Nairobi,NAIROBI,167.0,4.0,4.0,1,0,1,0,1,2.0,1,3,0,0,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,120.0,1.0,1.0,1,0,1,1,1,4.0,1,1,1,0,1.0,unknown
6,Entire unit,1125,Mombasa,NAIROBI,140.0,3.0,3.0,1,0,0,0,0,87.0,1,3,0,0,3.0,unknown
4,Entire unit,365,Kisii,Kisii County,45.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
1,Shared room,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,shared
4,Entire unit,1125,Eldoret,Uasin Gishu County,36.0,2.0,2.0,1,0,1,0,1,57.0,1,2,0,0,3.0,unknown
4,Entire unit,1125,Nakuru,Rift Valley,50.0,3.0,2.0,1,0,1,1,1,0.0,0,0,0,0,1.0,unknown
2,Private room,365,Nairobi,NAIROBI,10.0,1.0,1.0,0,1,0,0,0,0.0,0,1,0,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,73.0,1.0,1.0,1,0,1,0,1,154.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Mombasa,Mombasa,35.0,1.0,1.0,0,0,0,1,0,0.0,0,0,0,0,1.0,unknown
8,Entire unit,1125,Mombasa,Mombasa,200.0,4.0,4.0,1,0,0,0,1,0.0,1,4,0,0,4.0,unknown
2,Entire unit,1125,Gilgil,Nakuru,20.0,1.0,1.0,1,0,0,1,0,6.0,0,1,0,0,1.0,unknown
2,Entire unit,7,Malindi,kilifi,28.0,1.0,1.0,0,0,0,0,1,28.0,1,1,0,0,1.0,unknown
8,Entire unit,365,Ukunda,Kwale,254.0,6.0,4.0,0,0,0,0,0,0.0,0,0,0,0,3.0,unknown
2,Private room,365,Malindi,kilifi,37.0,1.0,1.0,0,0,0,0,0,6.0,1,0,0,0,1.0,unknown
1,Private room,365,Ukunda,Kwale,22.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,shared
8,Other,30,Nakuru,Nakuru,230.0,7.0,4.0,1,0,0,0,1,2.0,1,7,0,0,4.0,unknown
1,Private room,365,Nairobi,NAIROBI,31.0,1.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,unknown
7,Private room,30,Nairobi,NAIROBI,350.0,6.0,5.0,1,0,0,0,1,12.0,1,3,0,0,3.0,unknown
4,Other,365,Nakuru,Nakuru,109.0,3.0,2.0,1,1,1,1,0,0.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,75.0,1.0,1.0,1,1,0,1,1,1.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,48.0,1.0,1.0,1,0,0,0,1,158.0,1,1,0,0,1.0,unknown
3,Private room,28,Ukunda,Kwale,41.0,1.0,1.0,1,0,1,0,1,0.0,0,1,0,0,1.0,private
2,Entire unit,1125,Kisumu,Kisumu,23.0,1.0,1.0,1,0,0,0,1,29.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,11.0,1.0,1.0,1,0,1,0,1,5.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Kabati,Muranga County,27.0,2.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,unknown
2,Private room,1125,Nairobi,Kiambu,10.0,1.0,1.0,1,1,1,1,1,10.0,1,1,0,0,1.0,shared
1,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,1,1,1,13.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,50.0,2.0,2.0,1,0,1,0,1,1.0,0,1,1,0,2.0,unknown
4,Entire unit,1125,DIANI BEACH,Kwale,250.0,4.0,2.0,0,0,0,0,0,10.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Athi River,NAIROBI,21.0,1.0,1.0,1,1,1,1,1,0.0,0,0,0,0,1.0,unknown
6,Entire unit,1125,Mombasa,NAIROBI,170.0,3.0,3.0,1,1,1,0,1,1.0,1,3,0,0,2.0,unknown
2,Private room,1125,Nairobi,Kiambu,15.0,1.0,2.0,0,0,0,0,0,6.0,0,1,0,0,1.0,private
2,Private room,365,DIANI BEACH,Kwale,33.0,1.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,30,Kiambu,Kiambu,20.0,2.0,1.0,1,0,0,0,1,4.0,1,2,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,43.0,1.0,1.0,1,0,0,0,1,3.0,1,0,0,0,1.0,unknown
3,Entire unit,180,Nairobi,NAIROBI,60.0,2.0,1.0,1,1,1,1,1,21.0,1,1,1,0,1.0,unknown
3,Entire unit,1125,Mombasa,Mombasa,40.0,2.0,2.0,0,0,0,0,0,0.0,1,0,1,0,1.0,unknown
3,Entire unit,30,Ngenda,Kiambu,20.0,1.0,1.0,1,1,0,1,0,8.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,14.0,1.0,2.0,1,0,0,0,1,52.0,0,1,0,0,1.0,unknown
2,Private room,7,Nairobi,NAIROBI,32.0,2.0,1.0,0,0,0,0,0,3.0,1,2,0,0,1.0,unknown
10,Entire unit,60,DIANI BEACH,Kwale,709.0,9.0,5.0,1,0,0,0,1,21.0,1,7,0,0,5.0,unknown
9,Entire unit,1125,Nanyuki,Laikipia,180.0,5.0,5.0,1,0,0,0,1,50.0,1,3,1,1,5.0,unknown
1,Private room,150,Nairobi,NAIROBI,34.0,1.0,1.0,1,0,0,0,1,6.0,1,1,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,22.0,0.0,1.0,1,1,0,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,33.0,0.0,1.0,0,0,1,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,365,Nairobi,kilifi,70.0,2.0,2.0,1,0,0,0,1,4.0,1,0,0,0,1.0,unknown
10,Entire unit,1125,Iria-Ini,Nyeri,60.0,9.0,5.0,1,1,1,1,1,2.0,1,7,0,0,3.0,unknown
1,Private room,1125,Nairobi,NAIROBI,12.0,1.0,1.0,0,1,0,1,0,7.0,1,0,0,0,1.0,private
2,Entire unit,1125,Mombasa,Mombasa,38.0,1.0,1.0,1,0,0,1,1,0.0,0,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,110.0,3.0,2.0,1,1,0,0,0,5.0,1,3,0,0,2.0,unknown
16,Private room,365,Uyombo,kilifi,757.0,14.0,6.0,1,1,0,1,0,1.0,1,6,1,0,7.0,unknown
16,Entire unit,1125,Nairobi,NAIROBI,164.0,10.0,6.0,0,1,1,1,0,14.0,1,5,0,1,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,40.0,2.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,15.0,1.0,2.0,1,0,1,0,1,225.0,1,1,0,0,1.0,unknown
6,Entire unit,30,Malindi,coast,318.0,3.0,3.0,1,0,0,1,0,28.0,1,3,0,0,1.0,unknown
7,Other,365,Nanyuki,Laikipia,222.0,6.0,3.0,1,1,1,1,1,20.0,1,3,0,0,2.0,unknown
2,Private room,365,Kakamega,Kakamega,10.0,0.0,1.0,1,1,1,1,1,0.0,0,0,0,0,1.0,shared
3,Entire unit,30,Nairobi,NAIROBI,58.0,2.0,2.0,0,0,0,1,0,36.0,1,2,0,0,1.0,unknown
2,Entire unit,365,Nairobi,Kiambu,16.0,1.0,2.0,0,0,0,1,0,11.0,0,0,0,0,1.0,unknown
4,Entire unit,1125,Malindi,kilifi,55.0,2.0,2.0,0,0,0,0,0,7.0,1,1,0,0,2.0,unknown
10,Entire unit,1125,Ukunda,Kwale,267.0,6.0,4.0,1,0,0,0,0,45.0,1,6,0,0,4.0,unknown
2,Other,1125,Meru,Meru,30.0,2.0,7.0,0,1,0,0,0,0.0,0,12,0,0,1.0,private
2,Other,28,DIANI BEACH,Kwale,56.0,2.0,1.0,1,0,1,1,1,0.0,1,2,0,0,1.0,private
6,Entire unit,1125,Nairobi,NAIROBI,55.0,3.0,3.0,1,0,0,0,1,26.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,35.0,2.0,2.0,1,0,0,1,1,16.0,1,1,0,0,2.0,unknown
4,Entire unit,1125,Syokimau,Machakos,39.0,2.0,2.0,1,0,1,1,1,11.0,0,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,15.0,1.0,1.0,1,0,0,0,1,15.0,1,1,0,0,1.0,unknown
1,Private room,1125,North,NAIROBI,19.0,1.0,1.0,0,0,0,1,0,4.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,1,0,0,0,0,82.0,1,1,0,0,2.0,unknown
2,Entire unit,30,Githurai,Kiambu,24.0,2.0,1.0,1,0,0,1,0,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Eldoret,Uasin Gishu County,26.0,1.0,1.0,1,0,1,1,1,63.0,1,1,0,0,2.0,unknown
6,Entire unit,1125,Nairobi,Kileleshwa,90.0,3.0,3.0,1,0,0,0,0,9.0,1,3,0,0,3.0,unknown
2,Entire unit,365,Watamu,kilifi,50.0,1.0,1.0,1,1,1,1,1,4.0,1,0,0,0,1.0,unknown
16,Private room,1125,Athi River,Machakos,25.0,1.0,50.0,1,1,0,0,1,0.0,1,1,0,0,50.0,unknown
2,Other,1125,Kiambu,Central,22.0,1.0,1.0,1,0,1,1,1,2.0,1,1,1,0,1.0,unknown
5,Entire unit,1125,Mombasa,NAIROBI,30.0,3.0,2.0,1,0,0,1,1,0.0,0,3,1,0,2.0,unknown
8,Entire unit,1125,Mambrui,kilifi,207.0,6.0,4.0,0,1,1,1,0,0.0,1,0,0,0,4.0,unknown
8,Entire unit,1125,Mombasa,Mombasa,119.0,3.0,3.0,1,1,0,1,1,10.0,1,3,0,0,3.0,unknown
2,Other,365,Nairobi,Kiambu,35.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,21.0,1.0,1.0,0,0,0,1,0,26.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,17.0,1.0,1.0,1,0,1,0,0,20.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,2.0,1,0,0,0,1,144.0,0,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,52.0,3.0,3.0,1,0,1,1,1,8.0,1,3,0,0,3.0,unknown
3,Entire unit,365,Mombasa,Mombasa,55.0,1.0,1.0,1,0,0,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,DIANI BEACH,Kwale,40.0,1.0,1.0,0,0,0,0,0,21.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,105.0,3.0,3.0,1,0,1,0,1,19.0,1,3,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,49.0,3.0,3.0,1,0,0,0,1,8.0,1,0,0,0,4.0,unknown
6,Entire unit,31,Nanyuki,Laikipia,130.0,5.0,4.0,1,0,0,0,1,2.0,1,3,0,0,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,36.0,1.0,1.0,1,0,0,0,1,3.0,1,0,0,0,1.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,45.0,2.0,2.0,1,0,0,1,1,2.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,26.0,1.0,2.0,1,0,0,0,1,3.0,1,0,0,0,1.0,unknown
6,Other,1125,Mombasa,Mombasa,300.0,4.0,3.0,1,1,0,0,0,0.0,1,3,0,0,3.0,unknown
2,Private room,1125,Watamu,kilifi,20.0,2.0,1.0,0,0,0,1,0,0.0,1,1,1,0,1.0,private
5,Entire unit,1125,Masai Mara,Narok,49.0,2.0,2.0,1,1,1,0,1,18.0,1,2,0,0,1.0,unknown
6,Entire unit,1125,Malindi,NAIROBI,250.0,6.0,3.0,1,0,0,1,1,13.0,1,3,0,1,3.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,27.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
5,Entire unit,365,Mombasa,Mombasa,85.0,3.0,2.0,1,0,0,1,1,1.0,1,3,0,0,2.0,unknown
4,Entire unit,1125,Murang'a,Muranga County,26.0,2.0,2.0,1,0,1,0,1,1.0,1,0,0,0,2.0,unknown
2,Private room,1125,Siaya,Siaya,25.0,2.0,2.0,1,0,1,0,1,5.0,0,2,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,127.0,3.0,2.0,1,0,0,0,1,0.0,1,1,0,0,2.0,unknown
3,Entire unit,1125,Nakuru,Nakuru,19.0,1.0,2.0,0,0,0,0,0,9.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,26.0,2.0,1.0,1,0,0,0,0,1.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Malindi,kilifi,200.0,1.0,1.0,1,0,0,1,1,0.0,1,1,0,0,1.0,unknown
4,Shared room,365,Mombasa,Mombasa,25.0,1.0,1.0,0,0,0,0,0,2.0,0,0,0,0,1.0,shared
4,Entire unit,100,Nairobi,NAIROBI,100.0,3.0,2.0,1,1,1,1,1,0.0,1,2,0,0,2.0,unknown
2,Private room,1125,Malindi,kilifi,35.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,unknown
10,Private room,28,Malindi,kilifi,15.0,6.0,6.0,0,1,0,1,0,1.0,0,6,0,0,7.0,unknown
8,Entire unit,1125,Nanyuki,Laikipia,120.0,4.0,3.0,1,1,1,1,1,8.0,1,3,0,0,4.0,unknown
5,Entire unit,100,Nairobi,NAIROBI,50.0,3.0,3.0,1,0,1,0,1,2.0,1,1,0,1,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,1,0,0,0,1,9.0,0,1,0,0,1.0,unknown
2,Entire unit,365,Meru,Meru,28.0,1.0,1.0,1,0,0,0,1,29.0,0,1,0,0,1.0,unknown
3,Entire unit,365,Mlolongo,Machakos,25.0,2.0,1.0,0,0,0,0,0,2.0,1,2,0,0,1.0,unknown
2,Entire unit,2,Nairobi,NAIROBI,14.0,1.0,1.0,0,0,0,0,0,67.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Bomet,Bomet County,18.0,1.0,1.0,1,0,0,0,1,1.0,1,1,0,0,1.0,unknown
1,Private room,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,1,1,1,5.0,1,0,0,0,1.0,private
2,Private room,1125,Nairobi,NAIROBI,120.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Kitui,Kitui County,64.0,2.0,2.0,1,0,1,0,1,0.0,1,1,0,0,1.0,unknown
1,Private room,365,Nairobi,NAIROBI,10.0,1.0,1.0,0,0,0,0,0,0.0,0,1,0,0,1.0,shared
4,Entire unit,1125,Nairobi,NAIROBI,37.0,2.0,2.0,0,0,1,0,0,19.0,1,1,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,12.0,2.0,1.0,1,0,0,1,1,0.0,1,2,0,0,1.0,unknown
15,Private room,1125,Narok,Narok,95.0,2.0,8.0,1,1,1,1,1,0.0,1,0,0,0,8.0,unknown
16,Private room,1125,Kilifi,kilifi,15.0,4.0,15.0,1,1,1,1,1,3.0,0,4,5,0,5.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,0,1,1,35.0,1,1,0,0,1.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,12.0,1.0,1.0,1,0,0,0,1,35.0,0,1,0,0,1.0,unknown
2,Entire unit,1125,Kisumu,Kisumu,18.0,1.0,1.0,1,0,1,1,1,1.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,69.0,2.0,2.0,1,0,0,0,1,1.0,1,1,0,0,2.0,unknown
2,Entire unit,28,Malindi,kilifi,45.0,2.0,1.0,1,0,1,1,0,7.0,1,1,1,0,1.0,unknown
4,Entire unit,1125,Bungoma,Bungoma,40.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,Mombasa,Mombasa,50.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,400,Iten,Elgeyo Marakwet,31.0,3.0,2.0,0,1,0,0,0,5.0,1,1,1,1,1.0,unknown
11,Entire unit,28,Mombasa,Mombasa,414.0,6.0,5.0,0,0,0,0,0,5.0,1,3,0,0,5.0,unknown
5,Entire unit,90,DIANI BEACH,Kwale,40.0,3.0,2.0,0,1,1,1,0,17.0,1,1,1,0,1.0,unknown
2,Private room,60,Nairobi,NAIROBI,55.0,2.0,2.0,1,0,1,1,1,47.0,1,1,0,0,1.0,private
14,Private room,365,Kimana,Kajiado,38.0,9.0,9.0,1,1,0,1,1,1.0,1,7,0,0,9.0,unknown
6,Entire unit,1125,Mombasa,Mombasa,77.0,4.0,2.0,0,0,1,0,0,4.0,1,3,0,0,2.0,unknown
2,Private room,1125,Shimoni,Kwale,55.0,1.0,1.0,1,0,0,1,1,0.0,1,0,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,16.0,1.0,1.0,0,0,0,0,0,17.0,0,1,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,40.0,1.0,1.0,0,0,0,0,0,23.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,28.0,1.0,1.0,1,0,1,1,1,1.0,0,1,0,0,1.0,unknown
2,Private room,365,Malindi,kilifi,35.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,2.0,unknown
4,Private room,1125,Kiambu,Kiambu,45.0,1.0,2.0,1,0,0,0,1,0.0,0,1,0,0,1.0,private
4,Entire unit,1125,Iten,Kajiado,35.0,2.0,2.0,1,0,0,0,1,8.0,0,2,0,0,1.0,unknown
8,Entire unit,365,Watamu,kilifi,178.0,5.0,4.0,0,0,0,0,0,1.0,1,3,0,0,4.0,unknown
2,Private room,20,Narok,Narok,45.0,4.0,1.0,1,1,1,1,1,1.0,0,2,0,0,1.0,shared
2,Entire unit,365,Karatina,Nyeri,40.0,1.0,1.0,0,0,0,0,0,1.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,33.0,1.0,1.0,0,1,0,1,0,0.0,1,1,2,0,1.0,shared
6,Private room,1125,Kikuyu,Kiambu,10.0,3.0,2.0,1,1,0,1,1,0.0,1,3,0,0,2.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,80.0,1.0,1.0,1,0,0,0,1,25.0,1,0,0,0,1.0,unknown
2,Entire unit,28,Malindi,kilifi,37.0,1.0,1.0,1,0,1,1,0,5.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,33.0,1.0,1.0,0,0,1,0,0,1.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,1.0,1,0,0,1,1,9.0,1,1,0,0,1.0,unknown
2,Entire unit,60,Nakuru,Nakuru,18.0,1.0,2.0,1,0,1,1,1,17.0,1,0,0,0,1.0,unknown
8,Entire unit,1125,Malindi,kilifi,580.0,4.0,4.0,1,0,0,1,1,1.0,1,2,0,0,4.0,unknown
10,Private room,1125,Malindi,kilifi,131.0,5.0,4.0,0,0,0,1,1,5.0,1,3,0,0,4.0,shared
8,Entire unit,1125,Mombasa,Mombasa,300.0,4.0,4.0,1,1,1,1,1,0.0,1,4,0,0,5.0,unknown
4,Entire unit,365,Mtwapa,kilifi,50.0,3.0,2.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
2,Entire unit,365,Nakuru,Nakuru,30.0,1.0,1.0,1,0,0,0,1,83.0,1,1,0,0,1.0,unknown
3,Entire unit,30,Nairobi,Kiambu,33.0,1.0,1.0,1,1,0,1,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,68.0,2.0,2.0,1,0,0,0,0,0.0,1,2,0,0,2.0,unknown
3,Shared room,1125,Nairobi,NAIROBI,11.0,3.0,1.0,0,0,0,0,0,0.0,0,3,0,0,1.0,shared
2,Entire unit,1125,Nairobi,Kiambu,18.0,1.0,2.0,1,0,0,0,1,8.0,1,0,0,0,1.0,unknown
4,Entire unit,14,Mambrui,Provincia costiera,240.0,2.0,2.0,1,0,0,1,1,1.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,1.0,0,0,0,0,0,3.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,1,0,1,0,1,38.0,1,1,0,0,1.0,unknown
2,Private room,1125,Kitale,Trans-Nzoia County,20.0,1.0,1.0,1,1,1,0,1,0.0,1,0,0,0,1.0,private
3,Entire unit,1125,Nairobi,NAIROBI,42.0,2.0,1.0,1,0,0,1,1,2.0,1,3,1,0,1.0,unknown
4,Other,1125,Nanyuki,Laikipia,65.0,3.0,2.0,1,1,1,1,1,57.0,1,3,0,0,2.0,unknown
1,Private room,1125,Nairobi,NAIROBI,10.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,shared
6,Entire unit,90,DIANI BEACH,Kwale,49.0,2.0,3.0,1,0,0,1,1,4.0,1,0,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,65.0,1.0,1.0,1,1,0,1,1,0.0,1,1,1,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,40.0,2.0,1.0,1,0,0,0,1,4.0,1,1,1,0,1.0,unknown
6,Entire unit,1125,Kikambala,kilifi,198.0,4.0,3.0,1,1,0,0,1,1.0,1,2,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,30.0,2.0,2.0,1,0,1,0,1,11.0,1,2,0,0,2.0,unknown
1,Entire unit,1125,Nairobi,NAIROBI,42.0,2.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
