numberOfGuests,roomType,maxNights,city,state,price,numberOfBedsAvailable,numberOfBedrooms,allowsChildren,allowsEvents,allowsPets,allowsSmoking,allowsInfants,review_count,amenities,regular_bed,relaxing_bed,kids_bed,numberofbathroom,bathroomType
4,Entire unit,365,Mombasa,Mombasa,55.0,3.0,2.0,1,0,1,0,1,37.0,1,3,0,0,3.0,unknown
2,Other,1000,Nairobi,NAIROBI,30.0,1.0,1.0,1,1,1,0,1,32.0,1,1,0,0,1.0,shared
2,Entire unit,1,Nairobi,NAIROBI,31.0,1.0,1.0,1,0,1,1,1,37.0,1,1,0,0,1.0,unknown
8,Entire unit,1125,Kilifi,kilifi,450.0,4.0,4.0,1,0,0,0,0,1.0,1,3,0,0,5.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,56.0,2.0,2.0,1,0,0,0,0,18.0,1,1,0,0,2.0,unknown
2,Private room,7,Nairobi,Kirinyaga,10.0,2.0,1.0,1,0,1,0,1,0.0,0,1,0,0,1.0,private
3,Entire unit,1125,Nairobi,NAIROBI,28.0,1.0,1.0,1,0,0,0,1,10.0,1,0,0,0,1.0,unknown
2,Shared room,1125,Malindi,NAIROBI,322.0,1.0,1.0,0,0,0,0,0,0.0,0,1,0,0,1.0,shared
2,Private room,30,Malindi,kilifi,18.0,4.0,2.0,1,0,0,1,1,0.0,1,2,1,0,2.0,unknown
6,Entire unit,1125,Nakuru,Nakuru,87.0,6.0,3.0,1,0,0,0,1,0.0,1,6,0,0,2.0,unknown
4,Entire unit,1125,Murang'a,Muranga County,30.0,2.0,2.0,1,0,0,0,1,10.0,1,2,0,0,1.0,unknown
8,Private room,1125,Mombasa,Mombasa,450.0,5.0,3.0,1,1,0,0,1,2.0,1,3,2,0,3.0,unknown
2,Entire unit,365,Mtwapa,Mombasa,31.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
7,Entire unit,365,Nakuru,Nakuru,60.0,3.0,3.0,1,0,0,0,1,1.0,1,3,0,0,2.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,20.0,2.0,1.0,0,0,0,0,0,3.0,1,1,1,0,1.0,unknown
16,Private room,30,Nairobi,NAIROBI,60.0,10.0,8.0,1,0,1,0,1,14.0,1,9,3,0,8.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,51.0,2.0,2.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,365,DIANI BEACH,Kwale,28.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,unknown
6,Entire unit,365,Watamu,kilifi,233.0,3.0,3.0,1,0,1,1,1,15.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,35.0,1.0,1.0,1,0,0,0,1,28.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,36.0,3.0,2.0,1,0,0,0,1,37.0,1,3,0,0,1.0,unknown
7,Entire unit,1125,Nairobi,NAIROBI,189.0,4.0,3.0,1,0,0,0,1,1.0,1,3,0,0,2.0,unknown
2,Private room,1125,Kisumu,Kisumu,18.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
2,Private room,90,Nairobi,NAIROBI,10.0,1.0,1.0,1,0,1,1,0,2.0,1,1,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,32.0,2.0,2.0,1,0,1,0,1,14.0,1,2,0,0,1.0,unknown
4,Entire unit,1125,Nyeri,Nyeri,23.0,2.0,2.0,1,0,0,1,1,64.0,0,2,0,0,1.0,unknown
1,Private room,365,Nairobi,NAIROBI,13.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,private
1,Private room,90,Watamu,kilifi,29.0,1.0,1.0,1,0,0,1,0,12.0,1,1,0,0,1.0,private
2,Other,1125,Nairobi,NAIROBI,75.0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,1.0,unknown
2,Other,30,Nanyuki,Laikipia,18.0,1.0,1.0,1,0,0,0,1,18.0,1,1,0,0,1.0,private
2,Entire unit,1125,Eldoret,Uasin Gishu County,12.0,1.0,1.0,1,0,0,0,1,2.0,0,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,47.0,3.0,3.0,1,0,0,1,1,31.0,1,3,2,0,2.0,unknown
3,Entire unit,1000,Nairobi,NAIROBI,44.0,2.0,1.0,1,0,0,0,1,70.0,1,1,1,0,1.0,unknown
4,Entire unit,28,Malindi,kilifi,95.0,2.0,2.0,1,0,1,1,1,2.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,1,0,1,2.0,1,1,0,0,1.0,unknown
6,Other,30,Kilifi,coast,79.0,5.0,3.0,1,0,1,0,0,58.0,1,3,1,0,1.0,unknown
5,Entire unit,1125,Tuthu,Muranga County,40.0,5.0,3.0,1,1,0,1,0,7.0,1,3,0,1,3.0,unknown
4,Entire unit,1125,Nakuru,Nakuru,37.0,3.0,3.0,1,0,0,0,1,92.0,1,1,2,0,2.0,unknown
2,Entire unit,180,Nairobi,NAIROBI,15.0,1.0,1.0,0,0,0,0,0,30.0,1,1,0,0,1.0,unknown
2,Entire unit,365,Watamu,kilifi,49.0,1.0,1.0,1,1,1,1,1,13.0,1,0,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,50.0,1.0,1.0,1,0,0,0,1,3.0,1,1,0,0,1.0,unknown
1,Private room,1125,Nairobi,NAIROBI,14.0,1.0,1.0,1,0,0,0,1,29.0,1,1,0,0,1.0,private
4,Entire unit,365,Nairobi,NAIROBI,60.0,2.0,2.0,1,0,0,0,1,2.0,1,0,0,0,3.0,unknown
2,Entire unit,325,Nairobi,NAIROBI,60.0,1.0,1.0,1,0,0,0,1,24.0,1,1,0,0,1.0,unknown
7,Entire unit,1125,Malindi,kilifi,150.0,5.0,3.0,1,1,0,0,1,1.0,1,3,0,0,3.0,unknown
4,Entire unit,365,Athi River,Kajiado,35.0,2.0,1.0,1,1,0,0,0,0.0,1,0,0,0,1.0,unknown
4,Entire unit,6,Njoro,Nakuru,150.0,4.0,2.0,1,0,0,0,1,2.0,1,2,2,0,2.0,unknown
16,Shared room,180,Thika,Kiambu,16.0,22.0,31.0,1,1,1,0,1,0.0,1,19,0,0,1.0,unknown
2,Entire unit,1125,Mombasa,Mombasa,30.0,1.0,1.0,1,0,0,1,1,2.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,Kiambu,29.0,1.0,2.0,0,0,1,1,0,0.0,0,0,0,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,22.0,1.0,2.0,0,0,0,1,0,14.0,1,0,0,0,1.0,unknown
7,Entire unit,365,Eldoret,Uasin Gishu County,130.0,4.0,4.0,1,0,1,0,1,1.0,1,4,0,0,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,45.0,1.0,1.0,1,0,0,1,1,26.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Eldoret,Uasin Gishu County,35.0,3.0,3.0,1,0,0,0,1,29.0,0,3,0,0,2.0,unknown
2,Entire unit,180,Iten,Elgeyo-Marakwet County,33.0,2.0,1.0,0,1,0,0,0,2.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nakuru,Nakuru,35.0,1.0,1.0,1,0,0,0,1,38.0,1,1,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,320.0,4.0,3.0,1,0,0,0,0,2.0,1,2,0,0,3.0,unknown
2,Private room,1125,DIANI BEACH,Kwale,54.0,1.0,1.0,1,0,0,1,1,2.0,1,1,0,0,1.0,unknown
1,Private room,5,Ruaka,Kiambu,12.0,1.0,2.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
4,Private room,1124,Watamu,kilifi,55.0,3.0,1.0,1,0,0,1,1,17.0,1,1,1,0,1.0,unknown
8,Other,1125,Kerugoya,Kirinyaga,119.0,4.0,4.0,1,0,1,1,1,1.0,0,0,0,0,3.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,40.0,1.0,1.0,0,1,0,0,0,20.0,1,0,0,0,1.0,unknown
6,Private room,1125,Nairobi,Eastern,110.0,12.0,11.0,0,1,0,0,0,3.0,1,11,1,0,2.0,unknown
2,Private room,600,Nairobi,NAIROBI,13.0,1.0,1.0,1,0,0,0,1,30.0,1,1,0,0,1.0,shared
4,Entire unit,1125,Oyugis,Homa Bay,20.0,2.0,2.0,1,0,0,0,1,2.0,1,2,0,0,1.0,unknown
6,Entire unit,1125,Eldoret,Uasin Gishu County,43.0,3.0,3.0,1,0,1,0,1,54.0,0,3,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,53.0,2.0,2.0,1,1,0,0,1,0.0,1,0,0,0,2.0,unknown
2,Private room,1125,Ngong,Kajiado,25.0,1.0,2.0,1,0,0,0,1,3.0,1,1,0,0,1.0,shared
6,Entire unit,1125,Nairobi,Nakuru,198.0,6.0,3.0,1,0,0,0,1,57.0,1,3,0,0,2.0,unknown
2,Entire unit,30,Mtwapa,Mombasa,32.0,1.0,1.0,1,0,0,0,1,2.0,0,1,0,0,1.0,unknown
2,Entire unit,31,Nairobi,Kiambu,10.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,0,1,0,9.0,1,1,0,0,1.0,unknown
5,Entire unit,7,Nairobi,NAIROBI,88.0,3.0,3.0,1,1,0,1,1,0.0,1,1,1,0,2.0,unknown
6,Entire unit,1125,Kakamega,Kakamega,36.0,3.0,2.0,1,1,1,0,1,20.0,1,3,1,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,39.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,private
6,Entire unit,1125,Nakuru,Nakuru,60.0,3.0,3.0,1,0,1,0,1,5.0,1,3,0,0,3.0,unknown
2,Shared room,1125,Malava,Kakamega,13.0,1.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,28.0,1.0,1.0,0,0,0,0,1,4.0,1,0,0,0,1.0,unknown
4,Entire unit,1125,Nairobi,Narok,220.0,2.0,5.0,0,1,1,1,1,0.0,1,5,0,0,2.0,unknown
2,Private room,90,Watamu,kilifi,35.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,shared
2,Private room,15,Watamu,kilifi,15.0,1.0,1.0,1,0,0,1,1,0.0,0,1,0,0,1.0,shared
16,Private room,1125,Murang'a,Muranga County,36.0,13.0,10.0,1,1,1,1,1,1.0,0,7,0,0,10.0,unknown
3,Entire unit,365,Juja,Kiambu,30.0,0.0,1.0,1,0,0,0,1,0.0,0,0,0,0,1.0,unknown
3,Entire unit,365,Langata,NAIROBI,90.0,2.0,2.0,1,0,0,0,1,35.0,1,1,0,0,2.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,34.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,unknown
1,Private room,200,Nairobi,NAIROBI,12.0,1.0,2.0,0,0,0,0,0,1.0,1,0,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,23.0,1.0,1.0,1,0,0,1,0,0.0,1,1,0,0,1.0,unknown
1,Private room,365,Syokimau,Machakos,100.0,1.0,1.0,0,0,0,1,0,1.0,1,0,0,0,1.0,private
12,Private room,1125,DIANI BEACH,Kwale,800.0,1.0,5.0,0,0,0,0,0,0.0,1,5,1,0,5.0,unknown
3,Entire unit,1125,Nairobi,NAIROBI,53.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Malindi,kilifi,47.0,2.0,2.0,1,0,0,0,1,8.0,1,0,0,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,75.0,3.0,2.0,1,0,0,0,1,31.0,0,3,0,0,2.0,unknown
2,Entire unit,1125,Mtwapa,Mombasa,30.0,1.0,1.0,1,1,0,0,1,0.0,1,1,0,0,1.0,unknown
2,Other,1125,Thika,Kiambu,21.0,1.0,1.0,1,1,1,0,1,7.0,0,1,0,0,1.0,unknown
4,Other,1125,Usenge,Siaya,14.0,4.0,4.0,1,1,1,1,1,0.0,1,4,0,0,3.0,unknown
4,Private room,1125,Nairobi,NAIROBI,67.0,2.0,1.0,0,1,1,1,0,0.0,1,2,0,0,1.0,private
12,Entire unit,1125,Watamu,kilifi,130.0,6.0,7.0,1,0,0,0,1,20.0,1,7,1,0,6.0,unknown
4,Entire unit,365,Tatu City,Kiambu,40.0,2.0,2.0,1,0,1,1,1,0.0,1,0,0,0,1.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,30.0,1.0,1.0,1,1,1,1,1,1.0,0,1,1,0,1.0,unknown
2,Private room,1125,Nairobi,kilifi,15.0,1.0,1.0,1,1,1,1,1,1.0,1,0,0,0,1.0,shared
2,Private room,1125,DIANI BEACH,Kwale,23.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,shared
5,Entire unit,28,Watamu,kilifi,40.0,4.0,2.0,1,1,0,0,1,35.0,1,3,1,0,1.0,unknown
4,Private room,365,Kericho,Kericho County,38.0,2.0,2.0,0,0,0,0,0,0.0,0,0,0,0,3.0,shared
2,Private room,365,Kilifi,kilifi,20.0,1.0,1.0,0,0,0,1,0,8.0,1,0,0,0,1.0,private
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,0,1,0,1,0,50.0,1,1,0,0,1.0,unknown
8,Entire unit,30,Nairobi,Nakuru,200.0,7.0,4.0,1,0,1,0,1,34.0,0,3,1,0,2.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,300.0,4.0,3.0,1,0,0,1,1,0.0,1,3,0,0,3.0,unknown
2,Private room,1125,Nairobi,NAIROBI,34.0,1.0,1.0,0,0,0,0,0,1.0,0,1,0,0,1.0,private
4,Entire unit,1125,Nairobi,NAIROBI,117.0,2.0,2.0,0,1,1,1,0,1.0,1,1,0,0,2.0,unknown
5,Private room,1125,Kasuku,Nyandarua County,30.0,4.0,2.0,1,1,0,0,1,6.0,1,3,0,0,2.0,unknown
2,Private room,1125,Nairobi,NAIROBI,53.0,1.0,2.0,0,0,1,0,0,3.0,1,0,0,0,1.0,private
2,Private room,1125,Nyangweso,Homa Bay,18.0,2.0,1.0,1,0,0,0,1,0.0,0,1,0,0,1.0,private
4,Entire unit,365,Mombasa,Mombasa,50.0,2.0,2.0,1,0,0,0,1,12.0,0,0,0,0,2.0,unknown
2,Private room,1125,Athi River,Machakos,45.0,1.0,10.0,1,0,0,0,1,12.0,1,11,0,0,1.0,unknown
1,Private room,1125,Nairobi,NAIROBI,10.0,1.0,1.0,1,1,1,1,1,0.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,Malindi,kilifi,150.0,3.0,2.0,1,0,0,0,1,2.0,1,2,1,0,2.0,unknown
2,Entire unit,1125,DIANI BEACH,Kwale,15.0,2.0,1.0,1,0,0,1,1,13.0,1,2,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,18.0,1.0,1.0,1,0,0,0,1,15.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Malindi,kenya,38.0,2.0,2.0,1,0,0,1,1,90.0,1,2,0,0,2.0,unknown
2,Entire unit,90,Nairobi,NAIROBI,21.0,1.0,2.0,1,0,0,0,1,155.0,1,1,1,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,1,1,0,1,4.0,1,1,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,31.0,1.0,1.0,1,0,0,0,0,48.0,1,1,0,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,42.0,1.0,1.0,1,0,1,1,1,10.0,1,1,0,0,1.0,unknown
2,Entire unit,90,Nairobi,NAIROBI,15.0,1.0,1.0,0,0,0,0,0,1.0,1,0,0,0,1.0,unknown
6,Private room,1125,Nairobi,NAIROBI,22.0,4.0,3.0,1,0,0,0,1,10.0,1,3,1,0,2.0,shared
7,Entire unit,66,Nairobi,coast,240.0,4.0,4.0,0,1,0,1,1,1.0,1,5,3,0,4.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,27.0,1.0,2.0,1,1,0,1,1,39.0,1,0,0,0,1.0,unknown
6,Entire unit,365,Nakuru,Nakuru,61.0,3.0,2.0,1,0,1,0,0,0.0,1,3,0,0,3.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,120.0,0.0,2.0,1,0,1,1,1,0.0,1,0,0,0,2.0,unknown
3,Entire unit,365,Nairobi,NAIROBI,56.0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
6,Entire unit,1125,Malindi,kilifi,60.0,4.0,2.0,0,1,0,0,0,81.0,1,0,0,0,3.0,unknown
6,Entire unit,1125,Elmenteita,Nakuru,90.0,6.0,3.0,0,1,1,0,0,9.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,20.0,1.0,2.0,0,0,0,0,0,79.0,0,1,0,0,1.0,unknown
4,Entire unit,30,Mombasa,Mombasa,250.0,3.0,2.0,1,1,0,0,1,0.0,1,3,0,0,3.0,unknown
13,Entire unit,1125,Ngong,Kajiado,306.0,5.0,6.0,1,1,0,0,1,0.0,1,5,0,0,6.0,unknown
12,Private room,1125,Nairobi,NAIROBI,58.0,11.0,8.0,1,1,1,1,1,12.0,1,6,1,0,6.0,shared
4,Entire unit,1125,Nairobi,NAIROBI,70.0,3.0,3.0,1,1,1,1,1,0.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Machakos,Machakos,14.0,1.0,1.0,1,0,1,1,1,10.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,22.0,1.0,1.0,1,0,0,0,1,14.0,1,1,0,0,1.0,shared
2,Private room,1125,Nairobi,NAIROBI,175.0,1.0,1.0,1,0,0,0,1,0.0,1,1,0,0,1.0,private
16,Entire unit,90,Ukunda,Kwale,40.0,13.0,7.0,1,1,1,1,1,16.0,1,6,2,0,7.0,unknown
2,Entire unit,200,Nairobi,Kiambu,30.0,1.0,1.0,0,1,0,1,0,0.0,0,0,0,0,1.0,unknown
14,Private room,1125,Ukunda,Kwale,40.0,18.0,9.0,1,1,1,1,1,7.0,1,3,3,0,9.0,unknown
1,Entire unit,1125,Nairobi,NAIROBI,23.0,2.0,2.0,1,1,0,0,0,0.0,1,1,0,0,1.0,unknown
4,Entire unit,1125,Eldoret,Uasin Gishu County,40.0,3.0,2.0,1,0,0,0,1,0.0,1,0,0,0,2.0,unknown
5,Entire unit,30,DIANI BEACH,Kwale,48.0,3.0,2.0,1,0,0,0,1,77.0,0,3,0,0,1.0,unknown
4,Entire unit,365,Nairobi,NAIROBI,62.0,2.0,2.0,1,0,0,1,0,4.0,1,2,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,80.0,1.0,1.0,1,1,1,1,1,2.0,1,0,0,0,1.0,unknown
10,Private room,1,Nyeri,Nyeri,40.0,10.0,10.0,1,0,0,0,1,3.0,0,10,0,0,10.0,unknown
9,Entire unit,1125,Mombasa,Mombasa,118.0,5.0,4.0,1,0,0,1,1,44.0,1,5,0,0,4.0,unknown
6,Other,30,Nyeri,Central,287.0,5.0,3.0,1,0,0,1,1,4.0,1,5,0,0,3.0,unknown
16,Other,1125,Nairobi,Kajiado,300.0,16.0,8.0,0,1,0,1,0,0.0,1,0,0,0,8.0,unknown
4,Entire unit,30,Mombasa,coast,240.0,3.0,2.0,1,0,0,1,1,2.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,83.0,1.0,1.0,0,0,0,0,0,71.0,1,1,0,0,1.0,unknown
8,Other,1125,Nairobi,Makueni County,115.0,4.0,4.0,1,0,1,1,1,3.0,1,3,0,0,4.0,unknown
2,Private room,1125,Mombasa,Mombasa,48.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,private
2,Entire unit,1125,Mombasa,Mombasa,18.0,1.0,1.0,1,0,0,1,1,5.0,1,0,0,0,1.0,unknown
12,Entire unit,1125,DIANI BEACH,Kwale,2725.0,8.0,5.0,0,1,0,0,0,0.0,1,4,3,1,6.0,unknown
3,Entire unit,60,Mombasa,Mombasa,20.0,1.0,2.0,1,0,1,1,1,4.0,1,1,1,0,1.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,85.0,2.0,2.0,1,0,0,0,1,3.0,1,0,0,0,2.0,unknown
3,Entire unit,365,Nairobi,Siaya,22.0,3.0,3.0,0,0,0,0,0,0.0,1,0,0,0,2.0,unknown
10,Entire unit,1125,DIANI BEACH,NAIROBI,90.0,6.0,5.0,0,1,0,0,1,138.0,1,4,1,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,27.0,1.0,1.0,1,0,1,1,0,0.0,1,0,0,0,1.0,unknown
1,Private room,1125,Nairobi,NAIROBI,12.0,1.0,1.0,0,0,0,0,0,25.0,1,1,0,0,1.0,shared
8,Entire unit,1125,Kilifi,kilifi,414.0,4.0,4.0,1,1,0,0,1,5.0,1,4,0,0,4.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,30.0,1.0,2.0,1,1,0,1,1,0.0,0,2,1,0,1.0,unknown
4,Entire unit,1125,Nairobi,NAIROBI,85.0,3.0,2.0,1,1,1,0,1,5.0,1,3,0,0,2.0,unknown
4,Private room,1125,Watamu,NAIROBI,22.0,2.0,1.0,1,0,1,0,1,1.0,1,2,0,0,1.0,shared
2,Entire unit,365,Nairobi,NAIROBI,30.0,1.0,1.0,1,0,0,0,1,1.0,1,0,0,0,1.0,unknown
6,Entire unit,28,DIANI BEACH,Kwale,610.0,5.0,3.0,1,0,0,1,1,2.0,1,5,0,0,2.0,unknown
2,Entire unit,1125,Kisumu,Kisumu,30.0,1.0,1.0,0,0,1,0,0,8.0,1,1,0,0,1.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,34.0,2.0,2.0,1,0,0,1,1,2.0,1,0,0,0,2.0,unknown
5,Entire unit,1125,Nairobi,NAIROBI,65.0,2.0,2.0,1,1,1,1,1,5.0,1,2,0,0,2.0,unknown
6,Entire unit,1125,Mombasa,kenya,250.0,2.0,2.0,1,0,0,0,1,6.0,0,2,0,0,3.0,unknown
7,Entire unit,1125,Tiwi,Kwale,230.0,4.0,4.0,0,0,0,0,0,6.0,1,3,2,0,3.0,unknown
1,Entire unit,365,Nairobi,NAIROBI,20.0,1.0,2.0,0,0,0,1,0,0.0,1,0,0,0,1.0,unknown
2,Private room,60,Nairobi,NAIROBI,14.0,2.0,1.0,1,0,1,1,0,5.0,1,2,0,0,1.0,shared
2,Entire unit,90,Ukunda,Kwale,15.0,1.0,1.0,1,0,1,0,1,4.0,1,1,0,0,1.0,unknown
2,Private room,1125,Malindi,kilifi,40.0,1.0,3.0,1,0,0,0,1,40.0,1,2,0,0,1.0,private
6,Other,1125,Nairobi,NAIROBI,105.0,3.0,3.0,1,0,1,0,1,7.0,1,3,0,0,1.0,unknown
2,Private room,365,Pridelands,Machakos,21.0,1.0,1.0,1,0,0,0,1,0.0,1,0,0,0,1.0,shared
2,Entire unit,31,Nyahururu,Laikipia,20.0,1.0,2.0,1,0,0,0,1,0.0,1,0,0,0,1.0,unknown
1,Entire unit,1,Nairobi,NAIROBI,10.0,1.0,1.0,0,0,0,0,0,0.0,1,1,0,0,1.0,unknown
2,Private room,1125,Nairobi,NAIROBI,100.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,shared
2,Entire unit,1125,Nairobi,NAIROBI,17.0,1.0,2.0,0,0,0,0,0,39.0,0,0,0,0,1.0,unknown
3,Entire unit,28,Nairobi,NAIROBI,15.0,2.0,2.0,1,0,0,0,1,1.0,1,1,1,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,3.0,3.0,1,0,0,0,1,0.0,1,3,0,0,1.0,unknown
2,Private room,365,Mlolongo,Machakos,22.0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,1.0,private
6,Entire unit,1125,Nakuru,Nakuru,70.0,3.0,3.0,1,0,0,0,1,4.0,0,0,0,0,2.0,unknown
4,Entire unit,180,Athi River,Machakos,30.0,2.0,2.0,1,0,1,1,1,0.0,1,1,0,0,2.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,100.0,3.0,3.0,1,0,0,1,1,0.0,1,3,0,0,2.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,34.0,1.0,1.0,0,1,1,1,0,0.0,1,0,0,0,1.0,unknown
6,Entire unit,1125,Nairobi,NAIROBI,300.0,5.0,4.0,1,0,0,0,1,0.0,1,5,1,1,4.0,unknown
10,Entire unit,365,Chuka,Tharaka-Nithi County,300.0,8.0,4.0,0,0,0,0,0,0.0,1,3,7,0,8.0,unknown
10,Private room,1125,Malindi,kilifi,180.0,5.0,5.0,0,1,1,1,0,2.0,0,5,0,0,5.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,26.0,1.0,1.0,1,0,0,0,1,25.0,1,0,0,0,1.0,unknown
1,Private room,365,Nairobi,NAIROBI,27.0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,1.0,private
7,Entire unit,1125,Mombasa,Mombasa,198.0,4.0,3.0,1,1,1,0,1,0.0,1,0,0,0,3.0,unknown
6,Entire unit,365,Nairobi,NAIROBI,65.0,3.0,3.0,0,0,0,0,0,1.0,1,3,0,0,3.0,unknown
2,Entire unit,1125,Nakuru,Nakuru,40.0,1.0,1.0,1,0,0,0,1,13.0,1,1,1,0,1.0,unknown
1,Shared room,7,Kahawa Sukari,Kiambu,25.0,1.0,1.0,0,0,0,0,0,0.0,1,1,1,0,1.0,shared
1,Entire unit,30,Nairobi,NAIROBI,10.0,1.0,1.0,1,1,1,1,1,0.0,1,1,0,0,1.0,unknown
15,Entire unit,1125,Bungoma,Bungoma,150.0,8.0,8.0,1,0,1,0,1,2.0,1,0,0,0,12.0,unknown
2,Entire unit,1125,Nairobi,NAIROBI,60.0,1.0,1.0,0,0,0,0,0,33.0,1,0,0,0,1.0,unknown
5,Entire unit,1125,Nanyuki,Laikipia,140.0,6.0,4.0,1,0,0,0,0,20.0,1,6,0,0,3.0,unknown
5,Entire unit,80,Eldoret,Uasin Gishu County,42.0,3.0,3.0,1,0,0,1,1,6.0,0,3,0,0,2.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,15.0,1.0,2.0,0,0,0,0,0,12.0,0,0,0,0,1.0,unknown
3,Entire unit,1125,Mombasa,Mombasa,39.0,1.0,1.0,0,0,0,0,1,4.0,1,1,1,0,1.0,unknown
6,Entire unit,1125,Mtwapa,kilifi,50.0,3.0,2.0,0,0,0,0,0,2.0,1,3,0,0,2.0,unknown
8,Entire unit,365,Mombasa,Mombasa,89.0,4.0,4.0,1,0,0,0,0,21.0,1,3,0,1,6.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,19.0,1.0,1.0,0,0,0,0,0,2.0,0,1,0,0,1.0,unknown
8,Private room,1125,Kisumu,Kisumu,30.0,0.0,4.0,1,1,1,1,1,6.0,1,0,0,0,4.0,unknown
2,Other,1125,Nairobi,NAIROBI,30.0,1.0,1.0,1,1,1,0,1,12.0,1,1,0,0,1.0,shared
10,Entire unit,30,Mombasa,Mombasa,86.0,5.0,4.0,1,1,0,0,1,0.0,1,3,0,0,3.0,unknown
2,Entire unit,365,Nairobi,NAIROBI,50.0,1.0,3.0,0,0,0,1,0,2.0,1,3,0,0,1.0,unknown
3,Entire unit,365,Mombasa,Mombasa,22.0,1.0,1.0,1,0,1,0,1,0.0,1,0,0,0,1.0,unknown
